ID,FAMILY,LATITUDE,LONGITUDE,DATE,SPECIESTOTAL,COUNTRYNUM,STATENUM,ROUTE
150,Alcidae,54.031,-132.057,2016,2,124,11,198
230,Alcidae,54.031,-132.057,2016,2,124,11,198
290,Alcidae,54.031,-132.057,2016,10,124,11,198
230,Alcidae,53.251,-132.117,1990,1,124,11,199
230,Alcidae,53.251,-132.117,1994,16,124,11,199
230,Alcidae,53.251,-132.117,1996,2,124,11,199
230,Alcidae,53.251,-132.117,2002,3,124,11,199
230,Alcidae,53.251,-132.117,2003,13,124,11,199
230,Alcidae,53.251,-132.117,2004,1,124,11,199
230,Alcidae,53.251,-132.117,2005,5,124,11,199
230,Alcidae,53.251,-132.117,2006,12,124,11,199
150,Alcidae,53.251,-132.117,2007,14,124,11,199
230,Alcidae,53.251,-132.117,2007,70,124,11,199
150,Alcidae,48.405,-123.35,1973,55,124,11,201
290,Alcidae,48.405,-123.35,1973,2,124,11,201
230,Alcidae,54.031,-132.057,1991,52,124,11,198
290,Alcidae,54.031,-132.057,1991,4,124,11,198
230,Alcidae,49.043,-125.694,2013,3,124,11,214
230,Alcidae,49.043,-125.694,2014,2,124,11,214
230,Alcidae,49.043,-125.694,2015,1,124,11,214
230,Alcidae,49.783,-124.179,1976,2,124,11,213
230,Alcidae,49.783,-124.179,2005,3,124,11,213
230,Alcidae,49.783,-124.179,2009,7,124,11,213
230,Alcidae,49.263,-123.258,1974,12,124,11,212
290,Alcidae,49.263,-123.258,1974,4,124,11,212
230,Alcidae,49.263,-123.258,1975,26,124,11,212
290,Alcidae,49.263,-123.258,1975,2,124,11,212
230,Alcidae,49.263,-123.258,1979,5,124,11,212
290,Alcidae,49.263,-123.258,1979,1,124,11,212
230,Alcidae,49.263,-123.258,1980,1,124,11,212
230,Alcidae,49.263,-123.258,1984,2,124,11,212
290,Alcidae,49.263,-123.258,1984,4,124,11,212
230,Alcidae,49.263,-123.258,1985,1,124,11,212
290,Alcidae,49.263,-123.258,1985,1,124,11,212
230,Alcidae,49.263,-123.258,1986,3,124,11,212
290,Alcidae,49.263,-123.258,1986,1,124,11,212
230,Alcidae,49.263,-123.258,1987,7,124,11,212
290,Alcidae,49.263,-123.258,1987,1,124,11,212
230,Alcidae,49.263,-123.258,1988,4,124,11,212
290,Alcidae,49.263,-123.258,1988,2,124,11,212
290,Alcidae,49.263,-123.258,1991,2,124,11,212
230,Alcidae,50.285,-127.347,2004,2,124,11,228
230,Alcidae,50.144,-122.958,1994,2,124,11,223
230,Alcidae,48.823,-124.058,1999,1,124,11,402
290,Alcidae,48.749,-123.548,2008,1,124,11,401
230,Alcidae,50.681,-127.98,2016,3,124,11,328
230,Alcidae,53.208,-131.793,2006,2,124,11,300
290,Alcidae,48.749,-123.548,1995,1,124,11,401
290,Alcidae,48.749,-123.548,1996,1,124,11,401
230,Alcidae,49.474,-123.242,1973,15,124,11,412
230,Alcidae,49.474,-123.242,1974,14,124,11,412
230,Alcidae,49.474,-123.242,1975,31,124,11,412
230,Alcidae,49.474,-123.242,1984,14,124,11,412
230,Alcidae,49.474,-123.242,1986,5,124,11,412
230,Alcidae,49.474,-123.242,1987,10,124,11,412
300,Alcidae,40.243,-124.123,1970,67,840,14,5
300,Alcidae,40.243,-124.123,1974,2,840,14,5
300,Alcidae,40.243,-124.123,1975,4,840,14,5
300,Alcidae,40.243,-124.123,1976,13,840,14,5
230,Alcidae,40.415,-123.962,2010,4,840,14,6
230,Alcidae,40.415,-123.962,2011,3,840,14,6
230,Alcidae,40.415,-123.962,2012,9,840,14,6
230,Alcidae,40.415,-123.962,2014,3,840,14,6
230,Alcidae,40.415,-123.962,2015,6,840,14,6
230,Alcidae,40.415,-123.962,2016,2,840,14,6
300,Alcidae,40.243,-124.123,2002,3,840,14,5
300,Alcidae,40.243,-124.123,2003,27,840,14,5
300,Alcidae,40.243,-124.123,2005,3,840,14,5
300,Alcidae,40.243,-124.123,2006,1,840,14,5
230,Alcidae,40.415,-123.962,1992,5,840,14,6
230,Alcidae,40.415,-123.962,1993,2,840,14,6
300,Alcidae,40.243,-124.123,1977,192,840,14,5
230,Alcidae,40.415,-123.962,1995,1,840,14,6
300,Alcidae,40.243,-124.123,1978,26,840,14,5
300,Alcidae,40.243,-124.123,1979,11,840,14,5
300,Alcidae,40.243,-124.123,2009,1,840,14,5
290,Alcidae,40.243,-124.123,1980,2,840,14,5
300,Alcidae,40.243,-124.123,1980,529,840,14,5
300,Alcidae,40.243,-124.123,2011,3,840,14,5
300,Alcidae,40.243,-124.123,1981,16,840,14,5
230,Alcidae,40.243,-124.123,1982,2,840,14,5
290,Alcidae,40.243,-124.123,1982,2,840,14,5
300,Alcidae,40.243,-124.123,1982,579,840,14,5
230,Alcidae,40.415,-123.962,1999,1,840,14,6
290,Alcidae,40.243,-124.123,1983,1,840,14,5
300,Alcidae,40.243,-124.123,1983,78,840,14,5
300,Alcidae,40.243,-124.123,1984,315,840,14,5
300,Alcidae,40.243,-124.123,1991,2,840,14,5
300,Alcidae,40.243,-124.123,1994,1,840,14,5
230,Alcidae,40.415,-123.962,2006,2,840,14,6
230,Alcidae,40.415,-123.962,2007,2,840,14,6
230,Alcidae,38.804,-123.585,1986,5,840,14,14
290,Alcidae,38.804,-123.585,1986,2,840,14,14
300,Alcidae,38.804,-123.585,1986,8,840,14,14
290,Alcidae,38.804,-123.585,1988,3,840,14,14
300,Alcidae,38.804,-123.585,1988,5,840,14,14
230,Alcidae,38.804,-123.585,1989,4,840,14,14
300,Alcidae,38.804,-123.585,1989,5,840,14,14
300,Alcidae,38.804,-123.585,1990,8,840,14,14
290,Alcidae,38.804,-123.585,1991,1,840,14,14
300,Alcidae,38.804,-123.585,1991,1,840,14,14
300,Alcidae,38.804,-123.585,1992,12,840,14,14
230,Alcidae,38.804,-123.585,1993,3,840,14,14
290,Alcidae,38.804,-123.585,1993,1,840,14,14
300,Alcidae,38.804,-123.585,1993,30,840,14,14
290,Alcidae,38.804,-123.585,1994,7,840,14,14
300,Alcidae,38.804,-123.585,1995,126,840,14,14
300,Alcidae,38.804,-123.585,1996,67,840,14,14
290,Alcidae,38.804,-123.585,1997,2,840,14,14
300,Alcidae,38.804,-123.585,1997,41,840,14,14
290,Alcidae,38.804,-123.585,1975,3,840,14,14
300,Alcidae,38.804,-123.585,1975,18,840,14,14
300,Alcidae,38.804,-123.585,1998,15,840,14,14
290,Alcidae,38.804,-123.585,1999,1,840,14,14
290,Alcidae,38.804,-123.585,1976,4,840,14,14
230,Alcidae,38.804,-123.585,2000,1,840,14,14
300,Alcidae,38.804,-123.585,1977,7,840,14,14
290,Alcidae,38.804,-123.585,1978,7,840,14,14
290,Alcidae,38.804,-123.585,2001,1,840,14,14
300,Alcidae,38.804,-123.585,2001,32,840,14,14
150,Alcidae,38.804,-123.585,1979,2,840,14,14
290,Alcidae,38.804,-123.585,1979,3,840,14,14
300,Alcidae,38.804,-123.585,1979,3,840,14,14
290,Alcidae,38.804,-123.585,2003,2,840,14,14
300,Alcidae,38.804,-123.585,2003,30,840,14,14
230,Alcidae,38.804,-123.585,1980,4,840,14,14
290,Alcidae,38.804,-123.585,1980,4,840,14,14
290,Alcidae,38.804,-123.585,1981,12,840,14,14
300,Alcidae,38.804,-123.585,1981,23,840,14,14
300,Alcidae,38.804,-123.585,2004,27,840,14,14
290,Alcidae,38.804,-123.585,1982,2,840,14,14
300,Alcidae,38.804,-123.585,1982,81,840,14,14
300,Alcidae,38.804,-123.585,2006,13,840,14,14
290,Alcidae,38.804,-123.585,2007,1,840,14,14
300,Alcidae,38.804,-123.585,2007,1,840,14,14
290,Alcidae,38.804,-123.585,1983,1,840,14,14
300,Alcidae,38.804,-123.585,1983,9,840,14,14
290,Alcidae,38.804,-123.585,2008,1,840,14,14
300,Alcidae,38.804,-123.585,1984,13,840,14,14
230,Alcidae,38.804,-123.585,1985,5,840,14,14
300,Alcidae,38.804,-123.585,2009,1,840,14,14
290,Alcidae,35.257,-120.888,1973,7,840,14,57
290,Alcidae,35.257,-120.888,1974,26,840,14,57
290,Alcidae,35.257,-120.888,1975,3,840,14,57
290,Alcidae,35.257,-120.888,1979,1,840,14,57
290,Alcidae,35.257,-120.888,1981,2,840,14,57
290,Alcidae,35.257,-120.888,1986,5,840,14,57
290,Alcidae,35.257,-120.888,1991,2,840,14,57
290,Alcidae,35.257,-120.888,1992,6,840,14,57
290,Alcidae,35.257,-120.888,1993,11,840,14,57
290,Alcidae,35.257,-120.888,2003,2,840,14,57
290,Alcidae,35.257,-120.888,2004,4,840,14,57
290,Alcidae,35.257,-120.888,2005,2,840,14,57
290,Alcidae,35.257,-120.888,2006,5,840,14,57
290,Alcidae,35.257,-120.888,2012,1,840,14,57
290,Alcidae,39.161,-123.582,1978,2,840,14,81
290,Alcidae,39.688,-123.485,1990,4,840,14,182
290,Alcidae,39.688,-123.485,1983,1,840,14,182
290,Alcidae,38.341,-123.048,1973,2,840,14,193
290,Alcidae,38.341,-123.048,1975,1,840,14,193
290,Alcidae,38.341,-123.048,2005,1,840,14,193
300,Alcidae,38.341,-123.048,1976,3,840,14,193
290,Alcidae,38.341,-123.048,1977,2,840,14,193
290,Alcidae,38.341,-123.048,2009,4,840,14,193
290,Alcidae,38.341,-123.048,1980,7,840,14,193
290,Alcidae,38.341,-123.048,2011,1,840,14,193
290,Alcidae,38.341,-123.048,1982,2,840,14,193
290,Alcidae,38.341,-123.048,1984,2,840,14,193
290,Alcidae,38.341,-123.048,2013,6,840,14,193
290,Alcidae,38.341,-123.048,2014,3,840,14,193
300,Alcidae,38.341,-123.048,2014,1,840,14,193
300,Alcidae,38.341,-123.048,2016,1,840,14,193
290,Alcidae,38.341,-123.048,1989,3,840,14,193
290,Alcidae,38.341,-123.048,1994,2,840,14,193
290,Alcidae,38.341,-123.048,1996,1,840,14,193
290,Alcidae,38.341,-123.048,1997,2,840,14,193
290,Alcidae,38.341,-123.048,1999,6,840,14,193
290,Alcidae,38.341,-123.048,2000,4,840,14,193
290,Alcidae,38.341,-123.048,2001,9,840,14,193
230,Alcidae,37.165,-122.228,1992,42,840,14,319
230,Alcidae,37.165,-122.228,1993,46,840,14,319
230,Alcidae,37.165,-122.228,1994,33,840,14,319
230,Alcidae,37.165,-122.228,1995,33,840,14,319
230,Alcidae,37.165,-122.228,1996,3,840,14,319
230,Alcidae,37.165,-122.228,1997,22,840,14,319
230,Alcidae,37.165,-122.228,2001,7,840,14,319
230,Alcidae,37.165,-122.228,2002,4,840,14,319
230,Alcidae,37.165,-122.228,2003,3,840,14,319
230,Alcidae,37.165,-122.228,2004,6,840,14,319
230,Alcidae,37.165,-122.228,2006,3,840,14,319
230,Alcidae,37.165,-122.228,2007,1,840,14,319
230,Alcidae,37.165,-122.228,2008,4,840,14,319
230,Alcidae,37.165,-122.228,2010,2,840,14,319
230,Alcidae,37.165,-122.228,2011,4,840,14,319
230,Alcidae,37.165,-122.228,2012,2,840,14,319
230,Alcidae,37.165,-122.228,2015,5,840,14,319
230,Alcidae,41.466,-124.04,2013,19,840,14,918
230,Alcidae,41.262,-124.097,2004,2,840,14,908
230,Alcidae,41.262,-124.097,2005,1,840,14,908
230,Alcidae,41.466,-124.04,2012,25,840,14,918
270,Alcidae,44.6,-66.905,1998,1,124,56,36
270,Alcidae,44.6,-66.905,2000,1,124,56,36
270,Alcidae,44.6,-66.905,2002,2,124,56,36
320,Alcidae,47.805,-65.221,2015,6,124,56,14
270,Alcidae,45.28,-66.099,1997,1,124,56,39
270,Alcidae,46.935,-55.536,2009,6,124,57,2
270,Alcidae,47.869,-59.192,2012,4,124,57,10
270,Alcidae,47.869,-59.192,2016,1,124,57,10
270,Alcidae,47.582,-52.678,2003,3,124,57,3
270,Alcidae,48.701,-53.085,2002,2,124,57,11
270,Alcidae,47.582,-52.678,2011,2,124,57,3
270,Alcidae,46.708,-53.474,1980,1,124,57,1
270,Alcidae,46.708,-53.474,1981,2,124,57,1
270,Alcidae,47.582,-52.678,2015,1,124,57,3
300,Alcidae,46.708,-53.474,1984,1,124,57,1
270,Alcidae,46.935,-55.536,2004,3,124,57,2
270,Alcidae,46.935,-55.536,2005,4,124,57,2
270,Alcidae,47.869,-59.192,2002,3,124,57,10
270,Alcidae,46.935,-55.536,2007,1,124,57,2
270,Alcidae,47.019,-60.523,1995,1,124,65,2
270,Alcidae,47.019,-60.523,1997,2,124,65,2
270,Alcidae,46.127,-61.339,1969,1,124,65,1
270,Alcidae,47.019,-60.523,1998,1,124,65,2
270,Alcidae,47.019,-60.523,2000,2,124,65,2
270,Alcidae,47.019,-60.523,2006,1,124,65,2
270,Alcidae,46.127,-61.339,1997,7,124,65,1
270,Alcidae,46.127,-61.339,1998,6,124,65,1
270,Alcidae,47.019,-60.523,2010,2,124,65,2
270,Alcidae,47.019,-60.523,2014,2,124,65,2
270,Alcidae,47.019,-60.523,2016,1,124,65,2
270,Alcidae,46.72,-60.93,1968,1,124,65,3
270,Alcidae,46.72,-60.93,1969,2,124,65,3
270,Alcidae,46.127,-61.339,2010,7,124,65,1
270,Alcidae,46.72,-60.93,1999,1,124,65,3
270,Alcidae,46.72,-60.93,2002,1,124,65,3
270,Alcidae,46.72,-60.93,1998,4,124,65,3
300,Alcidae,42.254,-124.247,1978,8,840,69,57
300,Alcidae,42.254,-124.247,2001,15,840,69,57
300,Alcidae,42.587,-124.328,1975,3,840,69,25
300,Alcidae,42.587,-124.328,1977,3,840,69,25
300,Alcidae,42.587,-124.328,1978,2,840,69,25
300,Alcidae,42.587,-124.328,1981,9,840,69,25
300,Alcidae,42.587,-124.328,1991,1,840,69,25
300,Alcidae,42.587,-124.328,1972,3,840,69,25
230,Alcidae,44.961,-123.696,1994,3,840,69,902
230,Alcidae,44.961,-123.696,1995,2,840,69,902
230,Alcidae,44.961,-123.696,2008,5,840,69,902
230,Alcidae,44.961,-123.696,2009,2,840,69,902
230,Alcidae,44.961,-123.696,2010,1,840,69,902
230,Alcidae,44.961,-123.696,2011,3,840,69,902
230,Alcidae,44.961,-123.696,2014,6,840,69,902
230,Alcidae,44.961,-123.696,2016,2,840,69,902
230,Alcidae,44.236,-123.94,1994,2,840,69,236
230,Alcidae,44.428,-123.856,1994,2,840,69,209
230,Alcidae,42.785,-124.025,2001,2,840,69,225
270,Alcidae,48.852,-67.51,1983,2,124,76,62
270,Alcidae,48.852,-67.51,1984,1,124,76,62
270,Alcidae,47.392,-61.902,1997,1,124,76,70
270,Alcidae,47.392,-61.902,1998,4,124,76,70
270,Alcidae,48.852,-67.51,1991,8,124,76,62
270,Alcidae,48.852,-67.51,1993,11,124,76,62
270,Alcidae,47.392,-61.902,2004,1,124,76,70
270,Alcidae,48.852,-67.51,1994,1,124,76,62
270,Alcidae,49.204,-64.926,2012,6,124,76,68
270,Alcidae,49.204,-64.926,2013,18,124,76,68
270,Alcidae,47.392,-61.902,2005,2,124,76,70
270,Alcidae,48.852,-67.51,1996,4,124,76,62
270,Alcidae,48.852,-67.51,1997,1,124,76,62
270,Alcidae,49.204,-64.926,2014,24,124,76,68
270,Alcidae,47.392,-61.902,2008,1,124,76,70
270,Alcidae,48.852,-67.51,1999,1,124,76,62
270,Alcidae,47.392,-61.902,2009,3,124,76,70
270,Alcidae,47.392,-61.902,2011,4,124,76,70
270,Alcidae,47.392,-61.902,2012,1,124,76,70
270,Alcidae,47.392,-61.902,2013,2,124,76,70
270,Alcidae,48.852,-67.51,2005,1,124,76,62
270,Alcidae,47.392,-61.902,2014,1,124,76,70
270,Alcidae,48.913,-64.617,2006,1,124,76,67
270,Alcidae,48.852,-67.51,1981,3,124,76,62
270,Alcidae,48.852,-67.51,1982,2,124,76,62
270,Alcidae,48.549,-68.223,1983,2,124,76,59
270,Alcidae,48.549,-68.223,1984,2,124,76,59
270,Alcidae,48.549,-68.223,1980,1,124,76,59
270,Alcidae,48.42,-64.318,1996,2,124,76,165
320,Alcidae,48.42,-64.318,1996,4,124,76,165
270,Alcidae,48.42,-64.318,1997,6,124,76,165
320,Alcidae,48.42,-64.318,1999,3,124,76,165
320,Alcidae,48.42,-64.318,2000,20,124,76,165
320,Alcidae,48.42,-64.318,2001,251,124,76,165
270,Alcidae,48.42,-64.318,2002,1,124,76,165
300,Alcidae,48.42,-64.318,2002,2,124,76,165
320,Alcidae,48.42,-64.318,2002,504,124,76,165
270,Alcidae,48.42,-64.318,2003,20,124,76,165
300,Alcidae,48.42,-64.318,2003,50,124,76,165
320,Alcidae,48.42,-64.318,2003,500,124,76,165
320,Alcidae,48.42,-64.318,2004,95,124,76,165
270,Alcidae,48.42,-64.318,2005,5,124,76,165
300,Alcidae,48.42,-64.318,2005,65,124,76,165
320,Alcidae,48.42,-64.318,2005,15,124,76,165
270,Alcidae,49.012,-65.281,2012,10,124,76,366
270,Alcidae,48.42,-64.318,2006,2,124,76,165
300,Alcidae,48.42,-64.318,2006,5,124,76,165
320,Alcidae,48.42,-64.318,2006,4,124,76,165
270,Alcidae,48.42,-64.318,2007,10,124,76,165
300,Alcidae,48.42,-64.318,2007,50,124,76,165
320,Alcidae,48.42,-64.318,2007,78,124,76,165
270,Alcidae,49.012,-65.281,2013,19,124,76,366
270,Alcidae,49.012,-65.281,2014,12,124,76,366
300,Alcidae,48.42,-64.318,2009,15,124,76,165
320,Alcidae,48.42,-64.318,2009,102,124,76,165
320,Alcidae,48.42,-64.318,2011,1,124,76,165
320,Alcidae,48.42,-64.318,2013,171,124,76,165
270,Alcidae,48.42,-64.318,2014,1,124,76,165
320,Alcidae,48.42,-64.318,2014,54,124,76,165
300,Alcidae,48.42,-64.318,2015,1,124,76,165
320,Alcidae,48.42,-64.318,2015,25,124,76,165
300,Alcidae,48.42,-64.318,2016,100,124,76,165
320,Alcidae,48.42,-64.318,2016,20,124,76,165
150,Alcidae,48.113,-123.386,2014,1,840,89,2
290,Alcidae,48.113,-123.386,2014,1,840,89,2
290,Alcidae,48.113,-123.386,2015,4,840,89,2
150,Alcidae,48.163,-122.335,1997,1,840,89,3
230,Alcidae,48.163,-122.335,1997,6,840,89,3
290,Alcidae,48.163,-122.335,1997,2,840,89,3
290,Alcidae,48.163,-122.335,1998,1,840,89,3
150,Alcidae,48.163,-122.335,1999,3,840,89,3
230,Alcidae,48.163,-122.335,1999,8,840,89,3
290,Alcidae,48.163,-122.335,1999,1,840,89,3
150,Alcidae,48.163,-122.335,2000,1,840,89,3
230,Alcidae,48.163,-122.335,2000,1,840,89,3
290,Alcidae,48.163,-122.335,2000,4,840,89,3
290,Alcidae,48.113,-123.386,1989,2,840,89,2
150,Alcidae,48.113,-123.386,1990,1,840,89,2
290,Alcidae,48.113,-123.386,1990,3,840,89,2
290,Alcidae,48.113,-123.386,1991,1,840,89,2
290,Alcidae,48.113,-123.386,1992,1,840,89,2
290,Alcidae,48.113,-123.386,1994,2,840,89,2
150,Alcidae,48.113,-123.386,1996,1,840,89,2
290,Alcidae,48.113,-123.386,1996,2,840,89,2
290,Alcidae,48.253,-124.272,1971,5,840,89,1
290,Alcidae,48.113,-123.386,1997,2,840,89,2
290,Alcidae,48.113,-123.386,1998,4,840,89,2
150,Alcidae,48.253,-124.272,1974,6,840,89,1
290,Alcidae,48.253,-124.272,1974,3,840,89,1
290,Alcidae,48.113,-123.386,1999,2,840,89,2
290,Alcidae,48.253,-124.272,1975,6,840,89,1
150,Alcidae,48.253,-124.272,1976,3,840,89,1
150,Alcidae,48.253,-124.272,1977,4,840,89,1
290,Alcidae,48.113,-123.386,1970,4,840,89,2
290,Alcidae,48.113,-123.386,2000,1,840,89,2
290,Alcidae,48.113,-123.386,2001,2,840,89,2
150,Alcidae,48.253,-124.272,1978,25,840,89,1
150,Alcidae,48.253,-124.272,1980,32,840,89,1
290,Alcidae,48.113,-123.386,1971,3,840,89,2
150,Alcidae,48.113,-123.386,1972,1,840,89,2
230,Alcidae,48.113,-123.386,2002,2,840,89,2
290,Alcidae,48.113,-123.386,2002,7,840,89,2
290,Alcidae,48.113,-123.386,2003,7,840,89,2
230,Alcidae,48.163,-122.335,1985,1,840,89,3
290,Alcidae,48.163,-122.335,1985,1,840,89,3
150,Alcidae,48.253,-124.272,1981,8,840,89,1
150,Alcidae,48.253,-124.272,1983,13,840,89,1
290,Alcidae,48.253,-124.272,1983,3,840,89,1
290,Alcidae,48.113,-123.386,1973,1,840,89,2
290,Alcidae,48.113,-123.386,1974,4,840,89,2
290,Alcidae,48.113,-123.386,2004,9,840,89,2
150,Alcidae,48.113,-123.386,2005,2,840,89,2
290,Alcidae,48.113,-123.386,2005,7,840,89,2
230,Alcidae,48.163,-122.335,1986,7,840,89,3
230,Alcidae,48.163,-122.335,1987,6,840,89,3
290,Alcidae,48.163,-122.335,1987,4,840,89,3
150,Alcidae,48.253,-124.272,1984,21,840,89,1
150,Alcidae,48.253,-124.272,1986,16,840,89,1
290,Alcidae,48.113,-123.386,1975,6,840,89,2
290,Alcidae,48.113,-123.386,1976,2,840,89,2
290,Alcidae,48.113,-123.386,2006,4,840,89,2
150,Alcidae,48.163,-122.335,1988,1,840,89,3
230,Alcidae,48.163,-122.335,1988,2,840,89,3
290,Alcidae,48.163,-122.335,1988,4,840,89,3
150,Alcidae,48.163,-122.335,1989,1,840,89,3
230,Alcidae,48.163,-122.335,1989,3,840,89,3
290,Alcidae,48.163,-122.335,1989,5,840,89,3
150,Alcidae,48.253,-124.272,1990,36,840,89,1
150,Alcidae,48.113,-123.386,1978,80,840,89,2
290,Alcidae,48.113,-123.386,1978,3,840,89,2
150,Alcidae,48.113,-123.386,2007,4,840,89,2
230,Alcidae,48.113,-123.386,2007,1,840,89,2
290,Alcidae,48.113,-123.386,2007,11,840,89,2
290,Alcidae,48.113,-123.386,2008,2,840,89,2
150,Alcidae,48.163,-122.335,1990,4,840,89,3
230,Alcidae,48.163,-122.335,1990,1,840,89,3
290,Alcidae,48.163,-122.335,1990,2,840,89,3
150,Alcidae,48.163,-122.335,1991,4,840,89,3
230,Alcidae,48.163,-122.335,1991,1,840,89,3
290,Alcidae,48.163,-122.335,1991,1,840,89,3
230,Alcidae,48.253,-124.272,1991,30,840,89,1
290,Alcidae,48.113,-123.386,1979,1,840,89,2
290,Alcidae,48.113,-123.386,1980,4,840,89,2
290,Alcidae,48.113,-123.386,2009,4,840,89,2
150,Alcidae,48.113,-123.386,2010,21,840,89,2
290,Alcidae,48.113,-123.386,2010,3,840,89,2
150,Alcidae,48.163,-122.335,1992,2,840,89,3
230,Alcidae,48.163,-122.335,1992,2,840,89,3
290,Alcidae,48.163,-122.335,1992,1,840,89,3
150,Alcidae,48.163,-122.335,1993,12,840,89,3
230,Alcidae,48.163,-122.335,1993,3,840,89,3
290,Alcidae,48.163,-122.335,1993,4,840,89,3
150,Alcidae,48.253,-124.272,1994,2,840,89,1
150,Alcidae,48.253,-124.272,1995,7,840,89,1
150,Alcidae,48.113,-123.386,1981,3,840,89,2
290,Alcidae,48.113,-123.386,1981,4,840,89,2
290,Alcidae,48.113,-123.386,1984,9,840,89,2
300,Alcidae,48.113,-123.386,1984,1,840,89,2
290,Alcidae,48.113,-123.386,2011,3,840,89,2
290,Alcidae,48.163,-122.335,1994,1,840,89,3
290,Alcidae,48.113,-123.386,1985,11,840,89,2
150,Alcidae,48.163,-122.335,1995,2,840,89,3
290,Alcidae,48.163,-122.335,1995,1,840,89,3
150,Alcidae,48.163,-122.335,1996,4,840,89,3
230,Alcidae,48.163,-122.335,1996,6,840,89,3
290,Alcidae,48.163,-122.335,1996,1,840,89,3
290,Alcidae,46.269,-124.078,1993,4,840,89,40
150,Alcidae,47.348,-124.294,1976,3,840,89,9
300,Alcidae,47.348,-124.294,1976,2025,840,89,9
150,Alcidae,48.163,-122.335,2001,1,840,89,3
290,Alcidae,48.163,-122.335,2001,7,840,89,3
300,Alcidae,47.348,-124.294,1987,12,840,89,9
230,Alcidae,48.163,-122.335,2002,27,840,89,3
290,Alcidae,48.163,-122.335,2002,8,840,89,3
160,Alcidae,47.348,-124.294,1989,3,840,89,9
300,Alcidae,47.348,-124.294,1989,22,840,89,9
290,Alcidae,48.163,-122.335,2014,4,840,89,3
300,Alcidae,47.348,-124.294,2001,2,840,89,9
290,Alcidae,48.163,-122.335,2016,1,840,89,3
300,Alcidae,47.348,-124.294,2003,25,840,89,9
300,Alcidae,47.348,-124.294,2008,200,840,89,9
290,Alcidae,48.496,-122.626,1992,28,840,89,905
290,Alcidae,48.496,-122.626,1994,20,840,89,905
290,Alcidae,48.496,-122.626,1995,5,840,89,905
290,Alcidae,48.496,-122.626,1996,11,840,89,905
290,Alcidae,47.345,-122.458,2000,11,840,89,907
290,Alcidae,48.496,-122.626,1997,8,840,89,905
290,Alcidae,48.496,-122.626,1998,11,840,89,905
290,Alcidae,47.345,-122.458,2002,2,840,89,907
290,Alcidae,47.345,-122.458,2005,1,840,89,907
290,Alcidae,47.345,-122.458,2006,1,840,89,907
150,Alcidae,47.922,-122.3,2015,1,840,89,72
230,Alcidae,47.922,-122.3,2015,3,840,89,72
290,Alcidae,47.922,-122.3,2016,1,840,89,72
