COUNTRYNUM,STATENUM,ROUTE,LATITUDE,LONGITUDE,YEAR,AOU,FAMILY,STOPTOTAL,SPECIESTOTAL
840,17,375,37.941,-105.232,2010,4021,Picidae,1,1
840,17,375,37.941,-105.232,2010,4080,Picidae,1,2
840,17,375,37.941,-105.232,2010,4130,Picidae,4,4
840,17,365,38.27,-108.537,2010,4080,Picidae,1,1
840,17,365,38.27,-108.537,2010,4130,Picidae,5,5
840,17,367,38.054,-106.865,2010,3930,Picidae,1,1
840,17,367,38.054,-106.865,2010,4021,Picidae,1,1
840,17,367,38.054,-106.865,2010,4130,Picidae,9,12
840,17,361,39.824,-105.524,2010,4021,Picidae,1,2
840,17,361,39.824,-105.524,2010,4130,Picidae,6,6
840,17,453,40.18,-106.008,2010,3930,Picidae,2,2
840,17,453,40.18,-106.008,2010,4010,Picidae,1,1
840,17,453,40.18,-106.008,2010,4040,Picidae,2,2
840,17,453,40.18,-106.008,2010,4130,Picidae,1,1
840,17,373,37.943,-107.822,2010,4021,Picidae,2,2
840,17,373,37.943,-107.822,2010,4130,Picidae,2,2
840,17,902,39.685,-105.372,2010,3930,Picidae,3,3
840,17,902,39.685,-105.372,2010,4010,Picidae,2,2
840,17,902,39.685,-105.372,2010,4021,Picidae,1,1
840,17,902,39.685,-105.372,2010,4130,Picidae,1,1
840,18,4,41.418,-72.153,2010,3930,Picidae,1,1
840,18,4,41.418,-72.153,2010,3940,Picidae,3,3
840,18,4,41.418,-72.153,2010,4090,Picidae,4,4
840,18,4,41.418,-72.153,2010,4120,Picidae,2,2
840,17,359,39.758,-107.692,2010,4130,Picidae,5,5
840,17,419,38.064,-104.419,2010,4060,Picidae,2,5
840,17,419,38.064,-104.419,2010,4130,Picidae,10,18
840,18,1,41.336,-71.964,2010,3940,Picidae,2,2
840,18,1,41.336,-71.964,2010,4090,Picidae,2,2
840,18,1,41.336,-71.964,2010,4120,Picidae,1,1
840,18,3,41.703,-72.516,2010,3940,Picidae,2,3
840,18,3,41.703,-72.516,2010,4050,Picidae,1,1
840,18,3,41.703,-72.516,2010,4090,Picidae,4,4
840,17,368,38.15,-105.514,2010,4130,Picidae,3,4
840,17,362,39,-104.738,2010,3930,Picidae,5,7
840,17,362,39,-104.738,2010,4130,Picidae,11,12
840,17,366,38.174,-107.742,2010,3930,Picidae,1,1
840,17,366,38.174,-107.742,2010,4130,Picidae,2,2
840,17,374,37.839,-106.256,2010,4021,Picidae,7,7
840,17,374,37.839,-106.256,2010,4130,Picidae,5,5
840,17,900,39.813,-104.799,2010,4130,Picidae,1,1
840,17,410,39.131,-106.179,2010,4130,Picidae,8,8
840,25,10,30.273,-83.857,2010,3940,Picidae,1,1
840,25,10,30.273,-83.857,2010,4050,Picidae,5,5
840,25,10,30.273,-83.857,2010,4060,Picidae,1,1
840,25,10,30.273,-83.857,2010,4090,Picidae,14,15
840,25,6,30.595,-84.041,2010,3940,Picidae,5,5
840,25,6,30.595,-84.041,2010,4050,Picidae,1,1
840,25,6,30.595,-84.041,2010,4060,Picidae,7,7
840,25,6,30.595,-84.041,2010,4090,Picidae,21,25
840,25,11,29.669,-83.378,2010,3940,Picidae,1,2
840,25,11,29.669,-83.378,2010,4050,Picidae,2,2
840,25,11,29.669,-83.378,2010,4090,Picidae,12,13
840,25,15,29.988,-84.976,2010,3940,Picidae,2,2
840,25,15,29.988,-84.976,2010,3950,Picidae,2,2
840,25,15,29.988,-84.976,2010,4050,Picidae,2,2
840,25,15,29.988,-84.976,2010,4090,Picidae,13,13
840,25,12,30.503,-82.734,2010,3940,Picidae,3,3
840,25,12,30.503,-82.734,2010,4050,Picidae,7,7
840,25,12,30.503,-82.734,2010,4060,Picidae,1,1
840,25,12,30.503,-82.734,2010,4090,Picidae,19,22
840,25,4,30.529,-85.133,2010,3940,Picidae,5,5
840,25,4,30.529,-85.133,2010,4050,Picidae,7,7
840,25,4,30.529,-85.133,2010,4060,Picidae,8,9
840,25,4,30.529,-85.133,2010,4090,Picidae,28,54
840,25,4,30.529,-85.133,2010,4120,Picidae,3,3
840,25,9,29.782,-85.3,2010,3940,Picidae,6,6
840,25,9,29.782,-85.3,2010,4050,Picidae,3,3
840,25,9,29.782,-85.3,2010,4060,Picidae,8,9
840,25,9,29.782,-85.3,2010,4090,Picidae,41,92
840,25,9,29.782,-85.3,2010,4120,Picidae,1,1
840,25,5,30.337,-85.287,2010,3940,Picidae,9,9
840,25,5,30.337,-85.287,2010,4050,Picidae,5,5
840,25,5,30.337,-85.287,2010,4060,Picidae,2,2
840,25,5,30.337,-85.287,2010,4090,Picidae,31,46
840,25,5,30.337,-85.287,2010,4120,Picidae,4,4
840,25,17,27.444,-82.119,2010,3940,Picidae,5,6
840,25,17,27.444,-82.119,2010,4050,Picidae,3,4
840,25,17,27.444,-82.119,2010,4090,Picidae,15,21
840,25,18,29.89,-81.344,2010,3940,Picidae,2,2
840,25,18,29.89,-81.344,2010,4050,Picidae,1,1
840,25,18,29.89,-81.344,2010,4090,Picidae,10,11
840,25,19,30.72,-81.906,2010,3940,Picidae,1,1
840,25,19,30.72,-81.906,2010,4050,Picidae,2,2
840,25,19,30.72,-81.906,2010,4060,Picidae,3,3
840,25,19,30.72,-81.906,2010,4090,Picidae,12,13
840,25,19,30.72,-81.906,2010,4120,Picidae,1,1
840,25,14,29.192,-82.395,2010,3940,Picidae,3,3
840,25,14,29.192,-82.395,2010,4050,Picidae,1,1
840,25,14,29.192,-82.395,2010,4060,Picidae,13,15
840,25,14,29.192,-82.395,2010,4090,Picidae,14,14
840,25,14,29.192,-82.395,2010,4120,Picidae,2,2
840,21,4,39.029,-75.465,2010,3930,Picidae,1,1
840,21,4,39.029,-75.465,2010,3940,Picidae,2,2
840,21,4,39.029,-75.465,2010,4090,Picidae,11,11
840,25,3,30.519,-86.481,2010,3940,Picidae,2,2
840,25,3,30.519,-86.481,2010,3950,Picidae,1,1
840,25,1,30.929,-87.408,2010,3940,Picidae,11,11
840,25,1,30.929,-87.408,2010,4050,Picidae,5,5
840,25,1,30.929,-87.408,2010,4060,Picidae,9,19
840,25,1,30.929,-87.408,2010,4090,Picidae,38,62
840,25,1,30.929,-87.408,2010,4120,Picidae,4,4
840,25,2,30.376,-86.276,2010,3940,Picidae,1,1
840,25,2,30.376,-86.276,2010,4090,Picidae,1,1
840,21,105,39.371,-75.639,2010,4050,Picidae,1,1
840,21,105,39.371,-75.639,2010,4090,Picidae,3,3
840,21,105,39.371,-75.639,2010,4120,Picidae,4,4
840,21,10,38.748,-75.29,2010,4050,Picidae,2,2
840,21,10,38.748,-75.29,2010,4090,Picidae,6,7
840,21,10,38.748,-75.29,2010,4120,Picidae,2,2
840,21,3,38.959,-75.537,2010,3930,Picidae,1,2
840,21,3,38.959,-75.537,2010,3940,Picidae,3,3
840,21,3,38.959,-75.537,2010,4050,Picidae,1,1
840,21,3,38.959,-75.537,2010,4090,Picidae,7,9
840,21,3,38.959,-75.537,2010,4120,Picidae,3,3
840,21,2,39.752,-75.587,2010,3940,Picidae,4,4
840,21,2,39.752,-75.587,2010,4050,Picidae,1,1
840,21,2,39.752,-75.587,2010,4090,Picidae,5,5
840,21,109,38.732,-75.464,2010,4050,Picidae,1,1
840,21,109,38.732,-75.464,2010,4090,Picidae,1,1
840,21,109,38.732,-75.464,2010,4120,Picidae,1,1
840,25,61,30.519,-83.216,2010,3940,Picidae,6,6
840,25,61,30.519,-83.216,2010,4050,Picidae,7,8
840,25,61,30.519,-83.216,2010,4090,Picidae,23,30
840,25,53,30.718,-86.116,2010,4050,Picidae,1,1
840,25,53,30.718,-86.116,2010,4090,Picidae,15,17
840,25,56,30.293,-83.668,2010,3940,Picidae,1,1
840,25,56,30.293,-83.668,2010,4050,Picidae,7,7
840,25,56,30.293,-83.668,2010,4090,Picidae,16,17
840,25,64,29.408,-81.198,2010,4050,Picidae,2,2
840,25,64,29.408,-81.198,2010,4090,Picidae,15,16
840,25,64,29.408,-81.198,2010,4120,Picidae,4,4
840,25,66,28.647,-82.172,2010,3940,Picidae,2,2
840,25,66,28.647,-82.172,2010,4050,Picidae,3,4
840,25,66,28.647,-82.172,2010,4060,Picidae,2,2
840,25,66,28.647,-82.172,2010,4090,Picidae,15,17
840,25,69,28.323,-81.337,2010,4090,Picidae,6,8
840,25,74,27.236,-80.547,2010,4090,Picidae,2,3
840,25,55,30.95,-85.742,2010,3940,Picidae,11,12
840,25,55,30.95,-85.742,2010,4050,Picidae,3,3
840,25,55,30.95,-85.742,2010,4060,Picidae,6,7
840,25,55,30.95,-85.742,2010,4090,Picidae,40,62
840,25,55,30.95,-85.742,2010,4120,Picidae,2,2
840,25,52,30.721,-86.786,2010,3940,Picidae,10,10
840,25,52,30.721,-86.786,2010,3950,Picidae,1,2
840,25,52,30.721,-86.786,2010,4050,Picidae,7,8
840,25,52,30.721,-86.786,2010,4060,Picidae,21,37
840,25,52,30.721,-86.786,2010,4090,Picidae,21,33
840,25,52,30.721,-86.786,2010,4120,Picidae,3,3
840,25,68,28.69,-81.547,2010,3940,Picidae,5,5
840,25,68,28.69,-81.547,2010,4090,Picidae,12,17
840,25,63,29.536,-81.877,2010,3940,Picidae,2,2
840,25,63,29.536,-81.877,2010,4090,Picidae,21,27
840,25,63,29.536,-81.877,2010,4120,Picidae,2,2
840,25,54,30.534,-85.243,2010,3940,Picidae,3,3
840,25,54,30.534,-85.243,2010,4050,Picidae,4,5
840,25,54,30.534,-85.243,2010,4060,Picidae,1,1
840,25,54,30.534,-85.243,2010,4090,Picidae,19,24
840,25,73,27.761,-81.454,2010,3940,Picidae,1,1
840,25,73,27.761,-81.454,2010,4050,Picidae,5,5
840,25,73,27.761,-81.454,2010,4090,Picidae,16,19
840,25,57,30.388,-84.664,2010,4050,Picidae,4,4
840,25,57,30.388,-84.664,2010,4060,Picidae,2,3
840,25,57,30.388,-84.664,2010,4090,Picidae,18,20
840,25,62,29.947,-84.341,2010,3940,Picidae,3,3
840,25,62,29.947,-84.341,2010,3950,Picidae,1,2
840,25,62,29.947,-84.341,2010,4060,Picidae,3,3
840,25,62,29.947,-84.341,2010,4090,Picidae,15,16
840,25,67,28.101,-80.898,2010,3940,Picidae,2,2
840,25,67,28.101,-80.898,2010,4050,Picidae,5,5
840,25,67,28.101,-80.898,2010,4090,Picidae,15,16
840,25,23,28.572,-81.982,2010,3940,Picidae,6,7
840,25,23,28.572,-81.982,2010,4090,Picidae,20,24
840,25,24,27.323,-81.419,2010,4090,Picidae,11,14
840,25,25,28.748,-80.871,2010,4050,Picidae,3,3
840,25,25,28.748,-80.871,2010,4090,Picidae,13,14
840,25,25,28.748,-80.871,2010,4120,Picidae,1,1
840,25,30,27.963,-80.967,2010,3940,Picidae,2,2
840,25,30,27.963,-80.967,2010,4050,Picidae,3,3
840,25,30,27.963,-80.967,2010,4090,Picidae,7,8
840,25,26,26.294,-81.449,2010,3940,Picidae,5,5
840,25,26,26.294,-81.449,2010,4050,Picidae,2,2
840,25,26,26.294,-81.449,2010,4090,Picidae,16,17
840,25,26,26.294,-81.449,2010,4120,Picidae,2,2
840,25,27,27.661,-82.146,2010,3940,Picidae,3,3
840,25,27,27.661,-82.146,2010,4050,Picidae,5,7
840,25,27,27.661,-82.146,2010,4060,Picidae,1,2
840,25,27,27.661,-82.146,2010,4090,Picidae,15,18
840,25,20,28.327,-82.302,2010,3940,Picidae,2,2
840,25,20,28.327,-82.302,2010,4050,Picidae,1,2
840,25,20,28.327,-82.302,2010,4090,Picidae,9,10
840,25,20,28.327,-82.302,2010,4120,Picidae,1,2
840,25,31,26.966,-80.385,2010,3940,Picidae,1,1
840,25,31,26.966,-80.385,2010,4050,Picidae,2,2
840,25,31,26.966,-80.385,2010,4090,Picidae,12,15
840,25,21,29.897,-81.834,2010,3940,Picidae,1,1
840,25,21,29.897,-81.834,2010,4050,Picidae,1,1
840,25,21,29.897,-81.834,2010,4090,Picidae,5,6
840,25,22,28.179,-81.861,2010,3940,Picidae,3,4
840,25,22,28.179,-81.861,2010,4090,Picidae,10,12
840,25,37,30.253,-82.162,2010,3940,Picidae,4,4
840,25,37,30.253,-82.162,2010,4050,Picidae,3,3
840,25,37,30.253,-82.162,2010,4090,Picidae,9,11
840,25,37,30.253,-82.162,2010,4120,Picidae,1,1
840,25,28,25.751,-80.968,2010,3940,Picidae,3,4
840,25,28,25.751,-80.968,2010,4050,Picidae,1,3
840,25,28,25.751,-80.968,2010,4090,Picidae,30,39
840,25,28,25.751,-80.968,2010,4120,Picidae,3,3
840,25,921,29.68,-85.215,2010,3940,Picidae,5,5
840,25,921,29.68,-85.215,2010,4090,Picidae,40,79
840,25,921,29.68,-85.215,2010,4120,Picidae,4,4
840,25,921,29.68,-85.215,2010,3940,Picidae,9,10
840,25,921,29.68,-85.215,2010,4050,Picidae,1,2
840,25,921,29.68,-85.215,2010,4090,Picidae,47,102
840,25,921,29.68,-85.215,2010,4120,Picidae,5,5
840,25,912,26.335,-80.54,2010,4090,Picidae,1,2
840,27,6,30.82,-84.523,2010,3940,Picidae,2,2
840,27,6,30.82,-84.523,2010,4050,Picidae,5,6
840,27,6,30.82,-84.523,2010,4060,Picidae,5,6
840,27,6,30.82,-84.523,2010,4090,Picidae,27,34
840,27,1,30.873,-81.576,2010,3940,Picidae,1,2
840,27,1,30.873,-81.576,2010,4050,Picidae,4,4
840,27,1,30.873,-81.576,2010,4090,Picidae,8,8
840,25,916,26.995,-81.959,2010,3940,Picidae,1,1
840,25,916,26.995,-81.959,2010,4050,Picidae,2,2
840,25,916,26.995,-81.959,2010,4090,Picidae,23,29
840,25,916,26.995,-81.959,2010,4120,Picidae,1,1
840,25,920,30.426,-86.756,2010,3940,Picidae,2,2
840,25,920,30.426,-86.756,2010,3950,Picidae,1,2
840,25,920,30.426,-86.756,2010,4050,Picidae,1,2
840,25,920,30.426,-86.756,2010,4060,Picidae,11,15
840,25,920,30.426,-86.756,2010,4090,Picidae,16,21
840,25,920,30.426,-86.756,2010,4120,Picidae,4,4
840,25,918,28.569,-80.997,2010,3940,Picidae,4,5
840,25,918,28.569,-80.997,2010,4050,Picidae,10,13
840,25,918,28.569,-80.997,2010,4090,Picidae,15,17
840,25,922,28.679,-82.566,2010,3920,Picidae,2,2
840,25,922,28.679,-82.566,2010,3940,Picidae,8,8
840,25,922,28.679,-82.566,2010,4050,Picidae,6,6
840,25,922,28.679,-82.566,2010,4060,Picidae,1,1
840,25,922,28.679,-82.566,2010,4090,Picidae,25,31
840,25,922,28.679,-82.566,2010,4120,Picidae,1,1
840,27,7,31.706,-83.244,2010,3940,Picidae,4,4
840,27,7,31.706,-83.244,2010,4050,Picidae,7,7
840,27,7,31.706,-83.244,2010,4060,Picidae,1,1
840,27,7,31.706,-83.244,2010,4090,Picidae,5,6
840,25,911,26.854,-80.268,2010,3940,Picidae,4,4
840,25,911,26.854,-80.268,2010,4050,Picidae,2,2
840,25,911,26.854,-80.268,2010,4090,Picidae,11,13
840,25,911,26.854,-80.268,2010,4120,Picidae,2,2
840,27,10,31.746,-84.72,2010,3940,Picidae,6,7
840,27,10,31.746,-84.72,2010,4090,Picidae,20,22
840,25,915,28.786,-80.801,2010,3940,Picidae,1,2
840,25,915,28.786,-80.801,2010,4090,Picidae,8,10
840,27,4,30.928,-83.029,2010,3940,Picidae,5,5
840,27,4,30.928,-83.029,2010,4050,Picidae,7,9
840,27,4,30.928,-83.029,2010,4060,Picidae,2,2
840,27,4,30.928,-83.029,2010,4090,Picidae,20,21
840,25,917,30.22,-82.408,2010,3940,Picidae,3,3
840,25,917,30.22,-82.408,2010,3950,Picidae,1,1
840,25,917,30.22,-82.408,2010,4050,Picidae,11,12
840,25,917,30.22,-82.408,2010,4060,Picidae,7,7
840,25,917,30.22,-82.408,2010,4090,Picidae,7,7
840,27,5,31.97,-82.356,2010,3940,Picidae,4,4
840,27,5,31.97,-82.356,2010,4050,Picidae,2,2
840,27,5,31.97,-82.356,2010,4090,Picidae,10,10
840,25,919,26.994,-80.574,2010,3940,Picidae,14,16
840,25,919,26.994,-80.574,2010,4090,Picidae,29,43
840,25,921,29.68,-85.215,2010,3940,Picidae,5,6
840,25,921,29.68,-85.215,2010,4050,Picidae,1,2
840,25,921,29.68,-85.215,2010,4060,Picidae,2,2
840,25,921,29.68,-85.215,2010,4090,Picidae,45,95
840,25,921,29.68,-85.215,2010,4120,Picidae,2,2
840,25,906,28.303,-81.918,2010,3940,Picidae,2,2
840,25,906,28.303,-81.918,2010,4050,Picidae,5,7
840,25,906,28.303,-81.918,2010,4090,Picidae,19,23
840,25,910,26.818,-81.925,2010,3940,Picidae,3,3
840,25,910,26.818,-81.925,2010,3950,Picidae,1,2
840,25,910,26.818,-81.925,2010,4050,Picidae,4,4
840,25,910,26.818,-81.925,2010,4090,Picidae,15,17
840,25,910,26.818,-81.925,2010,4120,Picidae,2,2
840,25,159,30.019,-82.811,2010,3940,Picidae,4,5
840,25,159,30.019,-82.811,2010,4050,Picidae,1,4
840,25,159,30.019,-82.811,2010,4060,Picidae,5,7
840,25,159,30.019,-82.811,2010,4090,Picidae,11,13
840,25,159,30.019,-82.811,2010,4120,Picidae,1,1
840,25,180,25.31,-80.393,2010,4090,Picidae,14,21
840,25,85,28.276,-82.635,2010,3940,Picidae,3,3
840,25,85,28.276,-82.635,2010,4050,Picidae,1,1
840,25,85,28.276,-82.635,2010,4090,Picidae,13,17
840,25,85,28.276,-82.635,2010,4120,Picidae,1,1
840,25,84,29.686,-83.067,2010,3940,Picidae,4,4
840,25,84,29.686,-83.067,2010,4090,Picidae,7,8
840,25,85,28.276,-82.635,2010,3940,Picidae,2,2
840,25,85,28.276,-82.635,2010,4050,Picidae,2,2
840,25,85,28.276,-82.635,2010,4090,Picidae,12,14
840,25,79,25.491,-80.543,2010,4090,Picidae,9,11
840,25,79,25.491,-80.543,2010,4120,Picidae,3,3
840,25,108,30.324,-85.005,2010,4050,Picidae,3,3
840,25,108,30.324,-85.005,2010,4060,Picidae,1,1
840,25,108,30.324,-85.005,2010,4090,Picidae,16,24
840,25,108,30.324,-85.005,2010,4120,Picidae,1,2
840,25,908,28.8,-82.381,2010,3930,Picidae,1,1
840,25,908,28.8,-82.381,2010,3940,Picidae,2,2
840,25,908,28.8,-82.381,2010,3950,Picidae,2,5
840,25,908,28.8,-82.381,2010,4050,Picidae,3,3
840,25,908,28.8,-82.381,2010,4090,Picidae,15,18
840,25,87,25.932,-81.657,2010,4050,Picidae,2,2
840,25,87,25.932,-81.657,2010,4090,Picidae,18,21
840,25,87,25.932,-81.657,2010,4120,Picidae,2,2
840,25,132,26.93,-82.033,2010,3940,Picidae,1,1
840,25,132,26.93,-82.033,2010,4090,Picidae,12,14
840,25,175,27.861,-80.449,2010,4050,Picidae,3,4
840,25,175,27.861,-80.449,2010,4090,Picidae,10,13
840,25,902,30.379,-82.359,2010,3940,Picidae,1,1
840,25,902,30.379,-82.359,2010,3950,Picidae,1,2
840,25,902,30.379,-82.359,2010,4050,Picidae,12,13
840,25,902,30.379,-82.359,2010,4060,Picidae,11,12
840,25,902,30.379,-82.359,2010,4090,Picidae,33,44
840,25,905,28.582,-82.187,2010,3940,Picidae,4,4
840,25,905,28.582,-82.187,2010,4050,Picidae,5,5
840,25,905,28.582,-82.187,2010,4060,Picidae,1,2
840,25,905,28.582,-82.187,2010,4090,Picidae,16,16
840,25,909,29.097,-82.583,2010,3940,Picidae,7,7
840,25,909,29.097,-82.583,2010,3950,Picidae,3,4
840,25,909,29.097,-82.583,2010,4050,Picidae,2,2
840,25,909,29.097,-82.583,2010,4060,Picidae,1,1
840,25,283,24.598,-81.583,2010,4090,Picidae,18,21
840,25,909,29.097,-82.583,2010,4090,Picidae,36,51
840,25,909,29.097,-82.583,2010,4120,Picidae,1,1
840,25,170,27.77,-82.335,2010,3940,Picidae,1,1
840,25,170,27.77,-82.335,2010,4060,Picidae,2,2
840,25,170,27.77,-82.335,2010,4090,Picidae,7,10
840,25,82,26.875,-81.359,2010,3940,Picidae,1,1
840,25,82,26.875,-81.359,2010,4090,Picidae,14,14
840,25,107,30.537,-85.836,2010,3940,Picidae,4,4
840,25,107,30.537,-85.836,2010,4050,Picidae,3,3
840,25,107,30.537,-85.836,2010,4060,Picidae,5,10
840,25,107,30.537,-85.836,2010,4090,Picidae,31,51
840,25,129,27.901,-81.719,2010,3940,Picidae,2,2
840,25,129,27.901,-81.719,2010,4050,Picidae,1,1
840,25,129,27.901,-81.719,2010,4060,Picidae,1,1
840,25,129,27.901,-81.719,2010,4090,Picidae,13,13
840,25,116,28.04,-82.509,2010,3940,Picidae,2,2
840,25,116,28.04,-82.509,2010,4050,Picidae,2,3
840,25,116,28.04,-82.509,2010,4090,Picidae,9,11
840,25,116,28.04,-82.509,2010,4120,Picidae,1,1
840,25,904,30.964,-85.118,2010,3940,Picidae,10,10
840,25,904,30.964,-85.118,2010,4050,Picidae,4,4
840,25,904,30.964,-85.118,2010,4060,Picidae,4,5
840,25,904,30.964,-85.118,2010,4090,Picidae,40,64
840,25,904,30.964,-85.118,2010,4120,Picidae,3,3
840,25,135,25.139,-80.934,2010,4090,Picidae,23,30
840,25,86,26.946,-81.761,2010,3940,Picidae,7,7
840,25,86,26.946,-81.761,2010,4090,Picidae,25,26
840,25,86,26.946,-81.761,2010,4120,Picidae,1,1
840,25,178,25.619,-80.415,2010,4090,Picidae,8,9
840,25,178,25.619,-80.415,2010,4120,Picidae,1,1
840,25,172,27.497,-81.6,2010,3940,Picidae,2,2
840,25,172,27.497,-81.6,2010,4090,Picidae,15,20
840,25,172,27.497,-81.6,2010,4120,Picidae,1,1
840,25,903,29.397,-81.808,2010,3940,Picidae,1,1
840,25,903,29.397,-81.808,2010,3950,Picidae,1,2
840,25,903,29.397,-81.808,2010,4060,Picidae,3,3
840,25,903,29.397,-81.808,2010,4090,Picidae,8,9
840,25,903,29.397,-81.808,2010,4120,Picidae,2,2
840,25,81,26.559,-81.127,2010,4050,Picidae,1,1
840,25,81,26.559,-81.127,2010,4090,Picidae,18,19
840,25,81,26.559,-81.127,2010,4120,Picidae,1,1
840,25,85,28.276,-82.635,2010,3940,Picidae,2,2
840,25,85,28.276,-82.635,2010,4050,Picidae,3,5
840,25,85,28.276,-82.635,2010,4090,Picidae,20,28
840,25,113,29.455,-82.119,2010,3940,Picidae,5,5
840,25,113,29.455,-82.119,2010,4050,Picidae,9,9
840,25,113,29.455,-82.119,2010,4090,Picidae,19,20
840,25,151,30.966,-86.455,2010,3940,Picidae,4,4
840,25,151,30.966,-86.455,2010,4090,Picidae,20,25
840,25,151,30.966,-86.455,2010,4120,Picidae,2,2
840,25,901,30.263,-84.655,2010,3950,Picidae,4,5
840,25,901,30.263,-84.655,2010,4050,Picidae,8,9
840,25,901,30.263,-84.655,2010,4060,Picidae,2,2
840,25,901,30.263,-84.655,2010,4090,Picidae,24,39
840,25,901,30.263,-84.655,2010,4120,Picidae,1,1
840,27,29,31.611,-83.914,2010,4050,Picidae,3,3
840,27,29,31.611,-83.914,2010,4090,Picidae,6,6
840,27,30,34.495,-83.542,2010,3940,Picidae,7,7
840,27,30,34.495,-83.542,2010,4050,Picidae,3,3
840,27,30,34.495,-83.542,2010,4060,Picidae,1,1
840,27,30,34.495,-83.542,2010,4090,Picidae,20,20
840,27,30,34.495,-83.542,2010,4120,Picidae,1,2
840,27,31,33.52,-83.096,2010,3940,Picidae,2,2
840,27,31,33.52,-83.096,2010,4050,Picidae,1,2
840,27,31,33.52,-83.096,2010,4090,Picidae,9,11
840,27,38,32.315,-84.564,2010,3940,Picidae,8,12
840,27,38,32.315,-84.564,2010,4050,Picidae,4,5
840,27,38,32.315,-84.564,2010,4060,Picidae,1,1
840,27,38,32.315,-84.564,2010,4090,Picidae,15,22
840,27,38,32.315,-84.564,2010,4120,Picidae,1,1
840,27,39,34.386,-85.049,2010,3940,Picidae,6,7
840,27,39,34.386,-85.049,2010,4050,Picidae,1,1
840,27,39,34.386,-85.049,2010,4060,Picidae,1,1
840,27,39,34.386,-85.049,2010,4090,Picidae,10,11
840,27,39,34.386,-85.049,2010,4120,Picidae,1,1
840,27,35,32.946,-83.648,2010,3940,Picidae,5,5
840,27,35,32.946,-83.648,2010,4050,Picidae,1,1
840,27,35,32.946,-83.648,2010,4060,Picidae,2,2
840,27,35,32.946,-83.648,2010,4090,Picidae,9,11
840,27,40,34.764,-84.069,2010,3940,Picidae,2,2
840,27,40,34.764,-84.069,2010,4050,Picidae,1,1
840,27,40,34.764,-84.069,2010,4090,Picidae,4,5
840,27,40,34.764,-84.069,2010,4120,Picidae,3,3
840,27,33,32.182,-84.268,2010,4050,Picidae,2,2
840,27,33,32.182,-84.268,2010,4060,Picidae,1,2
840,27,33,32.182,-84.268,2010,4090,Picidae,16,22
840,27,41,34.917,-83.407,2010,3930,Picidae,1,1
840,27,41,34.917,-83.407,2010,3940,Picidae,6,6
840,27,41,34.917,-83.407,2010,4050,Picidae,5,5
840,27,41,34.917,-83.407,2010,4090,Picidae,4,5
840,27,41,34.917,-83.407,2010,4120,Picidae,2,2
840,27,36,33.538,-85.253,2010,3930,Picidae,1,1
840,27,36,33.538,-85.253,2010,3940,Picidae,5,5
840,27,36,33.538,-85.253,2010,4050,Picidae,4,4
840,27,36,33.538,-85.253,2010,4060,Picidae,1,1
840,27,36,33.538,-85.253,2010,4090,Picidae,7,7
840,27,36,33.538,-85.253,2010,4120,Picidae,2,3
840,27,28,32.378,-83.789,2010,3940,Picidae,6,6
840,27,28,32.378,-83.789,2010,4050,Picidae,1,1
840,27,28,32.378,-83.789,2010,4090,Picidae,16,19
840,27,28,32.378,-83.789,2010,4120,Picidae,1,1
840,27,24,34.032,-83.316,2010,3940,Picidae,3,3
840,27,24,34.032,-83.316,2010,4090,Picidae,15,21
840,27,21,31.291,-84.406,2010,3940,Picidae,2,2
840,27,21,31.291,-84.406,2010,4050,Picidae,1,1
840,27,21,31.291,-84.406,2010,4060,Picidae,1,1
840,27,21,31.291,-84.406,2010,4090,Picidae,17,21
840,27,14,32.399,-83.452,2010,4090,Picidae,10,13
840,27,15,33.006,-83.991,2010,4050,Picidae,1,1
840,27,15,33.006,-83.991,2010,4090,Picidae,12,15
840,27,16,32.937,-84.495,2010,3940,Picidae,4,5
840,27,16,32.937,-84.495,2010,4050,Picidae,2,2
840,27,16,32.937,-84.495,2010,4090,Picidae,18,23
840,27,26,34.566,-84.728,2010,3940,Picidae,1,1
840,27,26,34.566,-84.728,2010,4050,Picidae,1,1
840,27,26,34.566,-84.728,2010,4090,Picidae,14,15
840,27,26,34.566,-84.728,2010,4120,Picidae,4,5
840,27,18,31.212,-83.257,2010,3940,Picidae,5,5
840,27,18,31.212,-83.257,2010,4050,Picidae,4,4
840,27,18,31.212,-83.257,2010,4090,Picidae,18,21
840,27,20,33.754,-83.174,2010,3940,Picidae,7,7
840,27,20,33.754,-83.174,2010,4050,Picidae,2,3
840,27,20,33.754,-83.174,2010,4060,Picidae,2,2
840,27,20,33.754,-83.174,2010,4090,Picidae,26,29
840,27,27,34.055,-84.787,2010,3930,Picidae,1,1
840,27,27,34.055,-84.787,2010,3940,Picidae,1,1
840,27,27,34.055,-84.787,2010,4060,Picidae,1,1
840,27,27,34.055,-84.787,2010,4090,Picidae,6,8
840,27,27,34.055,-84.787,2010,4120,Picidae,1,1
840,33,7,45.881,-116.112,2010,4050,Picidae,1,1
840,27,314,31.912,-83.395,2010,3940,Picidae,3,3
840,27,314,31.912,-83.395,2010,4050,Picidae,4,4
840,27,314,31.912,-83.395,2010,4060,Picidae,2,2
840,27,314,31.912,-83.395,2010,4090,Picidae,19,19
840,27,335,34.906,-84.512,2010,4050,Picidae,4,4
840,27,335,34.906,-84.512,2010,4090,Picidae,5,5
