ID,Date,Species_Group,Species,Location,Latitude,Longitude,Coordinate_System
233,1988-03-18,Dinoflagellates,Gonyaulax polygramma,Yim Tin Tsai (East) Fish Culture Zone,22.454216,114.2220829, WGS84
234,1988-03-22,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.44357052,114.2222218, WGS84
235,1988-03-22,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Yung Shue Au Fish Culture Zone,22.44357052,114.2222218, WGS84
236,1988-03-25,Dinoflagellates,Gonyaulax polygramma,Lo Fu Wat Fish Culture Zone,22.46851442,114.2717878, WGS84
237,1988-04-06,Dinoflagellates,Gonyaulax polygramma,Inner Port Shelter (Sai Kung Hoi),22.37070194,114.280379, WGS84
238,1988-04-06,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.44179921,114.2286238, WGS84
239,1988-04-08,Dinoflagellates,Gonyaulax polygramma,Yim Tin Tsai (East) Fish Culture Zone,22.45445124,114.2230965, WGS84
240,1988-04-19,Diatom,Skeletonema costatum,Tolo Harbour and Tolo Channel,22.44250815,114.2282771, WGS84
241,1988-04-19,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.44250815,114.2282771, WGS84
242,1988-04-24,Dinoflagellates,Gonyaulax polygramma,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.34506176,114.2898673, WGS84
243,1988-04-26,Dinoflagellates,Gonyaulax polygramma,Sham Wan Fish Culture Zone,22.44007777,114.3531528, WGS84
244,1988-05-01,Dinoflagellates,Gonyaulax polygramma,Sheung Sze Mun,22.19720543,114.2515117, WGS84
245,1988-05-03,Dinoflagellates,Gonyaulax polygramma,"Turtle Cove Beach and South Bay Beach, Hong Kong Island",22.22512965,114.1966678, WGS84
246,1988-05-03,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach and South Bay Beach, Hong Kong Island",22.22512965,114.1966678, WGS84
247,1988-05-06,Diatom,Skeletonema costatum,Aberdeen,22.24631021,114.1517758, WGS84
248,1988-05-08,Others,Undetermined sp.,Green Island to Kennedy Town,22.28115099,114.11557, WGS84
249,1988-05-17,Dinoflagellates,Noctiluca scintillans,Mirs Bay near Shek Ngau Chau,22.46598571,114.4272273, WGS84
250,1988-05-17,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44445949,114.2220674, WGS84
251,1988-05-18,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.23588709,114.1954588, WGS84
252,1988-05-19,Dinoflagellates,Noctiluca scintillans,"Hung Shing Yeh Beach and Lo So Shing Beach, Lamma Island",22.21781412,114.1189582, WGS84
253,1988-05-20,Dinoflagellates,Noctiluca scintillans,"Shek Kwu Chau, Lantau Island",22.19763152,113.9944551, WGS84
254,1988-05-27,Diatom,Cyclotella spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
255,1988-05-31,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.44363313,114.2222934, WGS84
256,1988-06-06,Diatom,Nitzschia longissima,Tolo Harbour and Tolo Channel,22.4723192,114.3005997, WGS84
257,1988-06-06,Dinoflagellates,Ceratium furca,Tolo Harbour and Tolo Channel,22.4723192,114.3005997, WGS84
258,1988-06-10,Dinoflagellates,Noctiluca scintillans,"Repulse Bay Beach and Turtle Cove Beach, Hong Kong Island",22.23635145,114.1954089, WGS84
259,1988-06-14,Dinoflagellates,Ceratium furca,Tolo Harbour,22.44363313,114.2222934, WGS84
260,1988-06-14,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.44363313,114.2222934, WGS84
261,1988-06-15,Dinoflagellates,Ceratium furca,Tolo Channel,22.48174847,114.3131252, WGS84
262,1988-06-21,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
263,1988-06-21,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.44363313,114.2222934, WGS84
264,1988-06-22,Dinoflagellates,Ceratium furca,Hau Tze Kok to Port Island,22.48659077,114.3528739, WGS84
265,1988-06-24,Dinoflagellates,Gonyaulax polygramma,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.34428481,114.288801, WGS84
266,1988-06-24,Others,Undetermined sp.,Tung Ping Chau,22.54083519,114.422517, WGS84
267,1988-06-27,Dinoflagellates,Gonyaulax polygramma,Leung Shuen Wan Fish Culture Zone,22.34906654,114.352578, WGS84
268,1988-06-28,Diatom,Chaetoceros spp.,Tolo Harbour,22.44029404,114.2101634, WGS84
269,1988-07-04,Dinoflagellates,Prorocentrum sigmoides,Yim Tin Tsai Fish Culture Zone,22.45424792,114.2077954, WGS84
270,1988-07-07,Dinoflagellates,Prorocentrum sigmoides,Yung Shue Au Fish Culture Zone,22.42341621,114.2776581, WGS84
271,1988-07-22,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44363313,114.2222934, WGS84
272,1988-07-22,Diatom,Pseudo-nitzschia pseudodelicatissima,Tolo Harbour,22.44363313,114.2222934, WGS84
273,1988-07-23,Diatom,Chaetoceros spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
274,1988-07-23,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44363313,114.2222934, WGS84
275,1988-07-24,Others,Undetermined sp.,Victoria Harbour,22.28929968,114.1700443, WGS84
276,1988-07-25,Diatom,Pseudo-nitzschia pseudodelicatissima,Aberdeen,22.24630351,114.1524414, WGS84
277,1988-08-05,Dinoflagellates,Ceratium furca,Tolo Channel,22.48190119,114.3133639, WGS84
278,1988-08-22,Diatom,Skeletonema costatum,Tolo Harbour to Lo Fu Wat,22.44682003,114.2496385, WGS84
279,1988-08-23,Diatom,Pseudo-nitzschia pseudodelicatissima,"Tai Tam Bay, Hong Kong Island",22.22183806,114.2276672, WGS84
280,1988-08-23,Diatom,Skeletonema costatum,"Tai Tam Bay, Hong Kong Island",22.22183806,114.2276672, WGS84
281,1988-08-23,Diatom,Skeletonema costatum,Victoria Harbour,22.28998469,114.1716875, WGS84
282,1988-08-25,Diatom,Skeletonema costatum,Aberdeen to Magazine Island,22.24584119,114.1463864, WGS84
283,1988-08-31,Dinoflagellates,Karenia mikimotoi,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.35525868,114.2647714, WGS84
284,1988-08-31,Dinoflagellates,Scrippsiella trochoidea,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.35525868,114.2647714, WGS84
285,1988-09-06,Diatom,Skeletonema costatum,Victoria Harbour,22.29037549,114.1651712, WGS84
286,1988-09-07,Diatom,Skeletonema costatum,Aberdeen,22.24631021,114.1517758, WGS84
287,1988-09-28,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.44363313,114.2222934, WGS84
288,1988-10-04,Diatom,Chaetoceros spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
289,1988-10-12,Dinoflagellates,Ceratium furca,Tolo Channel,22.44978934,114.2558339, WGS84
290,1988-10-12,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44793831,114.1968518, WGS84
291,1988-10-12,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.44793831,114.1968518, WGS84
292,1988-10-17,Dinoflagellates,Ceratium furca,Tap Mun Fish Culture Zone,22.47129406,114.3564426, WGS84
293,1988-10-17,Dinoflagellates,Prorocentrum minimum,Tap Mun Fish Culture Zone,22.47129406,114.3564426, WGS84
294,1988-10-18,Dinoflagellates,Noctiluca scintillans,"Castle Peak Beach, Tuen Mun",22.37870627,113.9801551, WGS84
295,1988-10-20,Dinoflagellates,Ceratium furca,Kat O Fish Culture Zone,22.54972418,114.2894104, WGS84
296,1988-10-20,Dinoflagellates,Ceratium furca,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.34428481,114.288801, WGS84
297,1988-10-20,Dinoflagellates,Prorocentrum spp.,Kat O Fish Culture Zone,22.54972418,114.2894104, WGS84
298,1988-10-22,Others,Undetermined sp.,"Repulse Bay Beach, Hong Kong Island",22.23589589,114.1954619, WGS84
299,1988-11-04,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.44413114,114.198384, WGS84
300,1988-11-04,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44413114,114.198384, WGS84
301,1988-12-08,Dinoflagellates,Noctiluca scintillans,Kat O Fish Culture Zone,22.54972418,114.2894104, WGS84
302,1988-12-14,Dinoflagellates,Noctiluca scintillans,Tai Tau Chau North,22.37697406,114.3247543, WGS84
303,1988-12-20,Dinoflagellates,Noctiluca scintillans,Ap Chau Fish Culture Zone,22.55088576,114.2689055, WGS84
304,1988-12-20,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.52082846,114.2963787, WGS84
305,1988-12-20,Dinoflagellates,Noctiluca scintillans,Ma Wan,22.34522373,114.0669472, WGS84
306,1988-12-20,Dinoflagellates,Noctiluca scintillans,Tap Mun Fish Culture Zone,22.47129406,114.3564426, WGS84
307,1988-12-20,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
308,1988-12-20,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.44363313,114.2222934, WGS84
309,1988-12-21,Dinoflagellates,Noctiluca scintillans,Lantau Island (Southwest),22.18541514,113.8515111, WGS84
310,1988-12-21,Dinoflagellates,Noctiluca scintillans,Yim Tin Tsai (East) Fish Culture Zone,22.45455604,114.2219394, WGS84
311,1988-12-28,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
312,1989-01-09,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.53943133,114.4244667, WGS84
313,1989-01-11,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44692458,114.1931979, WGS84
314,1989-01-19,Dinoflagellates,Noctiluca scintillans,Kau Lau Wan Fish Culture Zone,22.45848351,114.3601117, WGS84
315,1989-01-20,Diatom,Skeletonema costatum,Tolo Harbour,22.43912094,114.2428257, WGS84
316,1989-01-30,Dinoflagellates,Noctiluca scintillans,Tolo Channel,22.45429047,114.2683682, WGS84
317,1989-01-30,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.44515692,114.2443872, WGS84
318,1989-01-31,Others,Heterosigma akashiwo,Tolo Harbour,22.43289413,114.2149827, WGS84
319,1989-02-06,Others,Undetermined sp.,"Hoi Ha Wan, Sai Kung",22.46661903,114.3323568, WGS84
320,1989-02-18,Dinoflagellates,Noctiluca scintillans,Double Haven (Yan Chau Tong),22.52171833,114.296477, WGS84
321,1989-02-18,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.54083519,114.422517, WGS84
322,1989-02-20,Others,Undetermined sp.,"Hebe Haven (Pak Sha Wan), Sai Kung",22.36339967,114.2641633, WGS84
323,1989-03-10,Dinoflagellates,Alexandrium catenella,Junk Bay (Tseung Kwan O),22.26841064,114.2597283, WGS84
324,1989-03-13,Others,Undetermined sp.,Yim Tin Tsai Fish Culture Zone,22.45387642,114.2053505, WGS84
325,1989-03-15,Diatom,Thalassiosira mala,Tolo Harbour,22.44363495,114.2223355, WGS84
326,1989-03-19,Dinoflagellates,Noctiluca scintillans,Kau Lau Wan Fish Culture Zone,22.45814229,114.3599053, WGS84
327,1989-03-21,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.44363313,114.2222934, WGS84
328,1989-03-29,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.42146634,114.2209965, WGS84
329,1989-04-11,Dinoflagellates,Gonyaulax polygramma,Tolo Channel,22.4817786,114.315074, WGS84
330,1989-04-19,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.44408453,114.1860635, WGS84
331,1989-04-21,Dinoflagellates,Gonyaulax polygramma,Sham Wan Fish Culture Zone,22.44007777,114.3531528, WGS84
332,1989-04-22,Dinoflagellates,Gonyaulax polygramma,Round Island,22.54025108,114.3276971, WGS84
333,1989-05-29,Diatom,Skeletonema costatum,Tolo Harbour,22.44204537,114.1967501, WGS84
334,1989-05-29,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44204537,114.1967501, WGS84
335,1989-05-29,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.44204537,114.1967501, WGS84
336,1989-06-15,Diatom,Skeletonema costatum,Victoria Harbour,22.29641024,114.2162646, WGS84
337,1989-06-30,Others,Undetermined sp.,"Tung Wan, Cheung Chau",22.21052207,114.034134, WGS84
338,1989-07-02,Others,Undetermined sp.,"Deep Water Bay, Hong Kong Island",22.24062614,114.1826697, WGS84
339,1989-07-03,Diatom,Skeletonema costatum,Junk Bay (Tseung Kwan O),22.28905853,114.2564867, WGS84
340,1989-07-12,Diatom,Skeletonema costatum,Victoria Harbour,22.29558845,114.215067, WGS84
341,1989-07-20,Diatom,Dactyliosolen fragilissimus,Tolo Harbour,22.44438891,114.2220673, WGS84
342,1989-07-20,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44438891,114.2220673, WGS84
343,1989-08-07,Diatom,Thalassiosira spp.,Junk Bay (Tseung Kwan O),22.29741537,114.2589921, WGS84
344,1989-08-30,Diatom,Leptocylindrus danicus,Tolo Harbour,22.44438891,114.2220673, WGS84
345,1989-08-31,Diatom,Thalassiosira pseudonana,Tolo Harbour,22.44438891,114.2220673, WGS84
346,1989-10-11,Diatom,Thalassiosira spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
347,1989-10-26,Others,Heterosigma akashiwo,Tolo Harbour,22.44363313,114.2222934, WGS84
348,1989-10-29,Diatom,Skeletonema costatum,"Clear Water Bay, Sai Kung",22.2843244,114.2938465, WGS84
349,1989-11-27,Others,Mesodinium rubrum,"Tai Tam Bay, Hong Kong Island",22.22249602,114.2266225, WGS84
350,1989-12-06,Diatom,Odontella mobiliensis,Tolo Harbour,22.44363313,114.2222934, WGS84
351,1989-12-08,Diatom,Skeletonema costatum,Junk Bay (Tseung Kwan O),22.28905853,114.2564867, WGS84
352,1989-12-12,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44363313,114.2222934, WGS84
353,1989-12-17,Others,Undetermined sp.,Tolo Harbour,22.44363313,114.2222934, WGS84
354,1990-01-02,Dinoflagellates,Heterocapsa circularisquama,Yim Tin Tsai (East) Fish Culture Zone,22.45427881,114.2218526, WGS84
355,1990-01-08,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
356,1990-01-12,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44606825,114.1855444, WGS84
357,1990-01-12,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.44606825,114.1855444, WGS84
358,1990-01-18,Dinoflagellates,Prorocentrum minimum,Yung Shue Au Fish Culture Zone,22.42341621,114.2776581, WGS84
359,1990-02-07,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53642809,114.3031095, WGS84
360,1990-02-08,Dinoflagellates,Noctiluca scintillans,Sham Wan Fish Culture Zone,22.44007777,114.3531528, WGS84
361,1990-02-08,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.44363313,114.2222934, WGS84
362,1990-02-09,Dinoflagellates,Prorocentrum minimum,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
363,1990-02-09,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
364,1990-02-14,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
365,1990-03-14,Diatom,Skeletonema costatum,Yim Tin Tsai to Lo Fu Wat,22.45176428,114.2543735, WGS84
366,1990-03-19,Dinoflagellates,Prorocentrum minimum,Tolo Harbour,22.44620369,114.1847476, WGS84
367,1990-03-21,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.44363313,114.2222934, WGS84
368,1990-03-24,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.23588709,114.1954588, WGS84
369,1990-03-28,Dinoflagellates,Noctiluca scintillans,Yung Shue Au Fish Culture Zone,22.42239244,114.2780154, WGS84
370,1990-04-01,Dinoflagellates,Prorocentrum sigmoides,"Tso Wo Hang, Inner Port Shelter",22.39307832,114.2880929, WGS84
371,1990-04-06,Dinoflagellates,Noctiluca scintillans,Sok Kwu Wan Pier,22.20591611,114.1310475, WGS84
372,1990-04-09,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
373,1990-04-20,Dinoflagellates,Noctiluca scintillans,"Silverstrand Bay, Sai Kung",22.32325952,114.2739016, WGS84
374,1990-04-21,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.23236199,114.2235276, WGS84
375,1990-04-30,Diatom,Skeletonema costatum,Tolo Harbour and Tolo Channel,22.4780108,114.3095736, WGS84
376,1990-04-30,Dinoflagellates,Noctiluca scintillans,Tolo Harbour and Tolo Channel,22.4780108,114.3095736, WGS84
377,1990-05-03,Others,Undetermined sp.,"Cheung Sha Beach, Lantau Island",22.23033565,113.9493469, WGS84
378,1990-05-05,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.44363313,114.2222934, WGS84
379,1990-05-09,Dinoflagellates,Gonyaulax polygramma,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
380,1990-05-12,Dinoflagellates,Noctiluca scintillans,"Basalt Island, Sai Kung",22.31541073,114.3708217, WGS84
381,1990-05-12,Dinoflagellates,Noctiluca scintillans,"Chung Hom Kok Beach, Hong Kong Island",22.21763126,114.2011744, WGS84
382,1990-05-14,Diatom,Skeletonema costatum,Tolo Harbour,22.44363313,114.2222934, WGS84
383,1990-06-06,Dinoflagellates,Prorocentrum sigmoides,Tolo Harbour,22.44363313,114.2222934, WGS84
384,1990-07-05,Others,Undetermined sp.,Aberdeen,22.23300888,114.164958, WGS84
385,1990-07-09,Diatom,Thalassiosira spp.,Ma Wan to Green Island,22.3053262,114.0959696, WGS84
386,1990-07-29,Others,Undetermined sp.,East Lamma Channel,22.21910222,114.1602384, WGS84
387,1990-08-07,Diatom,Thalassiosira mala,"Shek O Beach, Hong Kong Island",22.22853286,114.2518754, WGS84
388,1990-08-23,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.23612238,114.1951826, WGS84
389,1990-08-25,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay to Silverstrand Bay, Sai Kung",22.29004385,114.309943, WGS84
390,1990-09-27,Dinoflagellates,Ceratium furca,Tolo Channel,22.4817786,114.315074, WGS84
391,1990-09-27,Dinoflagellates,Heterocapsa circularisquama,Yim Tin Tsai (East) Fish Culture Zone,22.45474565,114.2224377, WGS84
392,1990-12-21,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.46661903,114.3323568, WGS84
393,1991-01-30,Diatom,Thalassiosira mala,Tolo Harbour,22.44363313,114.2222934, WGS84
394,1991-02-06,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
395,1991-03-04,Dinoflagellates,Noctiluca scintillans,Ting Kau Beach,22.36826851,114.0808364, WGS84
396,1991-03-05,Dinoflagellates,Noctiluca scintillans,"Chi Ma Wan Beach, Lantau Island",22.24160274,113.9954127, WGS84
397,1991-03-09,Dinoflagellates,Noctiluca scintillans,"Deep Water Bay, Hong Kong Island",22.24029702,114.1821067, WGS84
398,1991-03-09,Dinoflagellates,Noctiluca scintillans,"Shek O Beach, Hong Kong Island",22.22853286,114.2518754, WGS84
399,1991-03-09,Others,Undetermined sp.,Green Island,22.28770559,114.1102535, WGS84
400,1991-03-20,Dinoflagellates,Noctiluca scintillans,Port Shelter near The Hong Kong University of Science and Technology,22.33950896,114.2688041, WGS84
401,1991-03-20,Others,Undetermined sp.,Tung Ping Chau to Mirs Bay,22.54394205,114.4015017, WGS84
402,1991-03-21,Dinoflagellates,Alexandrium tamarense,"Hap Mun Bay, Sai Kung",22.35600212,114.2948119, WGS84
403,1991-03-21,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay, Sai Kung",22.28369911,114.2952457, WGS84
404,1991-03-21,Dinoflagellates,Noctiluca scintillans,"Hap Mun Bay, Sai Kung",22.35600212,114.2948119, WGS84
405,1991-03-21,Others,Chattonella ovata,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
406,1991-04-10,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
407,1991-04-23,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
408,1991-05-08,Diatom,Skeletonema costatum,Tolo Channel,22.4817786,114.315074, WGS84
409,1991-05-08,Diatom,Skeletonema costatum,Tolo Harbour,22.44363313,114.2222934, WGS84
410,1991-05-08,Dinoflagellates,Ceratium furca,Tolo Channel,22.4817786,114.315074, WGS84
411,1991-05-24,Diatom,Chaetoceros curvisetus,Tung Lung Chau Fish Culture Zone,22.25584006,114.2847298, WGS84
412,1991-06-01,Others,Undetermined sp.,"Castle Peak Bay, Tuen Mun",22.3688084,113.9807433, WGS84
413,1991-10-24,Diatom,Guinardia striata,Tolo Harbour,22.44363313,114.2222934, WGS84
414,1991-10-24,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44363313,114.2222934, WGS84
415,1991-10-24,Diatom,Thalassiosira spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
416,1991-11-03,Others,Mesodinium rubrum,"Tai Tam Bay, Hong Kong Island",22.22130851,114.2280611, WGS84
417,1991-11-07,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44363313,114.2222934, WGS84
418,1991-11-07,Others,Mesodinium rubrum,Port Shelter from HKUST to Ma Nam Wat,22.34403811,114.2708928, WGS84
419,1991-11-09,Others,Undetermined sp.,"Turtle Cove Beach, Hong Kong Island",22.23236199,114.2235276, WGS84
420,1991-11-22,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.44363313,114.2222934, WGS84
421,1991-12-04,Dinoflagellates,Heterocapsa circularisquama,Starling Inlet (Sha Tau Kok Hoi),22.53484668,114.2202496, WGS84
422,1992-01-24,Others,Mesodinium rubrum,Ninepin Group,22.25814946,114.344681, WGS84
423,1992-02-27,Diatom,Skeletonema costatum,Tolo Harbour,22.44629478,114.1921765, WGS84
424,1992-03-16,Dinoflagellates,Noctiluca scintillans,Port Shelter near Kiu Tsui,22.36687978,114.2854653, WGS84
425,1992-03-25,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
426,1992-04-16,Others,Dictyocha speculum,Hau Tze Kok,22.48060812,114.3523215, WGS84
427,1992-04-18,Others,Undetermined sp.,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
428,1992-04-21,Dinoflagellates,Noctiluca scintillans,Junk Bay to Port Shelter,22.26519173,114.2645667, WGS84
429,1992-04-21,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
430,1992-04-22,Others,Undetermined sp.,"Tai Tam Bay, Hong Kong Island",22.22183806,114.2276672, WGS84
431,1992-04-25,Dinoflagellates,Noctiluca scintillans,Southern Beaches,22.23588709,114.1954588, WGS84
432,1992-05-13,Others,Undetermined sp.,Tolo Channel,22.4817786,114.315074, WGS84
433,1992-05-21,Diatom,Cerataulina pelagica,Tolo Harbour,22.44363313,114.2222934, WGS84
434,1992-06-18,Diatom,Leptocylindrus minimus,Tolo Harbour,22.44363313,114.2222934, WGS84
435,1992-06-18,Diatom,Skeletonema costatum,Tolo Harbour,22.44363313,114.2222934, WGS84
436,1992-06-18,Diatom,Thalassiosira mala,Tolo Harbour,22.44363313,114.2222934, WGS84
437,1992-07-10,Diatom,Dactyliosolen fragilissimus,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
438,1992-07-15,Diatom,Dactyliosolen fragilissimus,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.34428481,114.288801, WGS84
439,1992-07-21,Diatom,Thalassiosira pseudonana,Yim Tin Tsai and Yim Tin Tsai (East) Fish Culture Zones,22.45444022,114.2223898, WGS84
440,1992-08-25,Diatom,Dactyliosolen fragilissimus,Lo Fu Wat and Yung Shue Au Fish Culture Zones,22.42347431,114.2777431, WGS84
441,1992-08-25,Diatom,Leptocylindrus danicus,Lo Fu Wat and Yung Shue Au Fish Culture Zones,22.42347431,114.2777431, WGS84
442,1992-12-18,Diatom,Odontella sinensis,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
443,1992-12-18,Dinoflagellates,Noctiluca scintillans,Tolo Harbour and Tolo Channel,22.48177064,114.3150795, WGS84
444,1992-12-19,Others,Undetermined sp.,Long Harbour (Tai Tan Hoi),22.44606094,114.3472138, WGS84
445,1993-01-01,Dinoflagellates,Heterocapsa circularisquama,Starling Inlet (Sha Tau Kok Hoi),22.53484668,114.2202496, WGS84
446,1993-02-16,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.443982,114.2215549, WGS84
447,1993-03-25,Dinoflagellates,Alexandrium tamarense,"Clear Water Bay, Sai Kung",22.28369911,114.2952457, WGS84
448,1993-03-25,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay, Sai Kung",22.28369911,114.2952457, WGS84
449,1993-03-25,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.23236199,114.2235276, WGS84
450,1993-04-20,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
451,1993-05-13,Dinoflagellates,Gonyaulax polygramma,Tolo Channel,22.4817786,114.315074, WGS84
452,1993-05-14,Others,Undetermined sp.,"Deep Water Bay, Hong Kong Island",22.24029702,114.1821067, WGS84
453,1993-05-23,Others,Undetermined sp.,Tolo Harbour,22.44363313,114.2222934, WGS84
454,1993-06-12,Others,Undetermined sp.,Mirs Bay,22.54462959,114.405503, WGS84
455,1993-06-21,Diatom,Chaetoceros spp.,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
456,1993-06-21,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
457,1994-01-10,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229384,114.2724307, WGS84
458,1994-01-11,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.39711924,114.2084204, WGS84
459,1994-01-18,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.53659814,114.3029047, WGS84
460,1994-01-27,Diatom,Thalassiosira spp.,Starling Inlet (Sha Tau Kok Hoi),22.53484668,114.2202496, WGS84
461,1994-02-05,Others,Undetermined sp.,"Cheung Sha, Lantau Island",22.22775249,113.9526109, WGS84
462,1994-02-24,Dinoflagellates,Noctiluca scintillans,Crooked Harbour and Double Haven,22.5409692,114.2776988, WGS84
463,1994-02-24,Dinoflagellates,Noctiluca scintillans,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
464,1994-02-24,Others,Eutreptiella spp.,Tolo Harbour near Yuen Chau Tsai,22.44718254,114.1787298, WGS84
465,1994-03-14,Others,Chlamydomonas spp.,Shing Mun River,22.39711924,114.2084204, WGS84
466,1994-03-14,Others,Thalassomonas spp.,Shing Mun River,22.39711924,114.2084204, WGS84
467,1994-03-29,Dinoflagellates,Noctiluca scintillans,Tolo Harbour,22.44363313,114.2222934, WGS84
468,1994-03-29,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour,22.44363313,114.2222934, WGS84
469,1994-03-29,Others,Eutreptiella spp.,Tolo Harbour,22.44363313,114.2222934, WGS84
470,1994-04-02,Others,Undetermined sp.,Tung Ping Chau,22.54083519,114.422517, WGS84
471,1994-04-05,Others,Undetermined sp.,Tolo Harbour,22.44094727,114.1934969, WGS84
