countrynum,statenum,route,routename,active,latitude,longitude,stratum,bcr,landtypeid,routetypeid,routetypedetailid
840,58,7,CONCORD,1,43.249,-71.619,27,14,0,1,1
840,58,8,STRAFFORD,1,43.250,-71.198,27,30,0,1,1
840,58,9,CANTERBURY,1,43.374,-71.607,27,14,0,1,1
840,58,10,GILMANTN I W,1,43.415,-71.204,27,14,0,1,1
840,58,11,WILMOT,1,43.457,-71.881,27,14,0,1,1
840,58,12,MT CHOCORUA,1,43.991,-71.293,28,14,0,1,1
840,58,13,WALPOLE,1,43.026,-72.381,27,14,0,1,1
840,58,14,MARLOW,1,43.077,-72.212,27,14,0,1,1
840,58,15,LEMPSTER,1,43.505,-72.132,27,14,0,1,1
840,58,16,CRAWFORD NOT,0,44.117,-71.350,28,14,0,1,1
840,58,17,JEFFERSON HL,1,44.357,-71.389,28,14,0,1,1
840,58,18,FRANCONIA,1,44.180,-71.706,28,14,0,1,1
840,58,19,MILAN,1,44.608,-71.319,28,14,0,1,1
840,58,20,STRATFORD,1,44.683,-71.587,28,14,0,1,1
840,58,21,DIXVIL NOTCH,1,44.867,-71.301,28,14,0,1,1
840,58,22,CLARKSVILLE,1,44.997,-71.375,28,14,0,1,1
840,58,23,GLEN,1,44.089,-71.205,28,14,0,1,1
840,58,102,EAST KINGSTON,1,42.951,-71.068,12,30,0,1,1
840,58,116,JEFFERS NTCH,1,44.097,-71.354,28,14,0,1,1
840,59,1,WOODBURY HGT,1,39.831,-75.146,4,30,0,1,1
840,59,2,GREENWICH,1,39.385,-75.349,4,30,0,1,1
840,59,3,SIX POINTS,1,39.531,-75.107,4,30,0,1,1
840,59,4,DEEPWATER,0,39.682,-75.491,4,30,0,1,1
840,59,5,TOMS RIVER,1,39.999,-74.228,4,30,0,1,1
840,59,6,ALBION,1,39.777,-74.972,4,30,0,1,1
840,59,7,ANCORA,0,39.696,-74.844,4,30,0,1,1
840,59,8,MASONVILLE,0,39.972,-74.857,4,30,0,1,1
840,59,9,BENNETT MILL,0,39.417,-74.926,4,30,0,1,1
840,59,10,SANDBROOK,1,40.509,-74.931,10,29,0,1,1
840,59,11,HOLMANSVILLE,0,40.082,-74.289,4,30,0,1,1
840,59,12,CLARKSVILLE,0,40.268,-74.726,4,30,0,1,1
840,59,13,NEW BEDFORD,1,40.167,-74.063,4,30,0,1,1
840,59,14,CROTON,0,40.511,-74.931,10,29,0,1,1
840,59,15,ROBBINSVILLE,0,40.196,-74.598,4,30,0,1,1
840,59,16,HOPE,0,40.863,-75.015,12,28,0,1,1
840,59,17,PASSAIC,0,40.834,-74.110,10,29,0,1,1
840,59,18,MIDVALE,1,41.073,-74.256,12,28,0,1,1
840,59,19,KEMAH LAKE,1,41.118,-74.797,13,28,0,1,1
840,59,20,BLOOMSBURY,1,40.657,-75.100,13,28,0,1,1
840,59,21,HIGH POINT,1,41.307,-74.677,13,28,0,1,1
840,59,22,DOVER,1,40.988,-74.385,12,28,0,1,1
840,59,23,POTTERSVILLE,1,40.714,-74.720,10,29,0,1,1
840,59,24,GILLETTE,1,40.656,-74.404,10,29,0,1,1
840,59,25,KEYPORT,1,40.438,-74.180,4,30,0,1,1
840,59,26,CRANBURY,1,40.400,-74.520,4,30,0,1,1
840,59,27,ROOSEVELT,1,40.076,-74.582,4,30,0,1,1
840,59,28,FRIENDSHIP,1,39.751,-74.585,4,30,0,1,1
840,59,29,POMONA,1,39.486,-74.562,4,30,0,1,1
840,59,30,OCEAN CITY,1,39.295,-74.555,4,30,0,1,1
840,59,31,VILLAS,0,39.036,-74.933,4,30,0,1,1
840,59,32,SPRAGUETOWN,0,39.648,-74.299,4,30,0,1,1
840,59,33,MT MISERY,0,39.881,-74.449,4,30,0,1,1
840,59,104,PEDRICKTOWN,0,39.696,-75.468,4,30,0,1,1
840,59,107,WINSLOW,1,39.669,-74.914,4,30,0,1,1
840,59,109,BENNETT MILL 2,1,39.687,-74.987,4,30,0,1,1
840,59,111,Holmansville 2,0,40.082,-74.289,4,30,0,1,1
840,59,114,CROTON 2,1,40.511,-74.924,10,29,0,1,1
840,59,116,RAMSEYSBURG,1,40.883,-75.059,12,28,0,1,1
840,59,131,DEL HAVEN,0,39.036,-74.933,4,30,0,1,1
840,59,132,SPRAGUETOWN 2,0,39.649,-74.298,4,30,0,1,1
840,59,204,PEDRICKTOWN 2,1,39.696,-75.468,4,30,0,1,1
840,59,231,CAPE MAY CH,1,39.018,-74.901,4,30,0,1,1
840,59,232,SPRAGUETOWN 3,1,39.669,-74.422,4,30,0,1,1
840,60,1,FARMINGTON,0,36.771,-108.111,84,16,0,1,1
840,60,2,NAGEESI,1,36.168,-107.701,87,16,0,1,1
840,60,3,CEBOLLA,1,36.520,-106.336,62,16,0,1,1
840,60,4,OJO SARCO,1,36.080,-105.798,62,16,0,1,1
840,60,5,FARLEY,1,36.589,-104.116,87,18,0,1,1
840,60,6,GRENVILLE,1,36.728,-103.575,55,18,0,1,1
840,60,7,CROWNPOINT,0,35.783,-108.057,87,16,0,1,1
840,60,8,TORREON,1,35.784,-107.265,87,16,0,1,1
840,60,9,LA CIENEGA,1,35.523,-106.059,87,16,0,1,1
840,60,10,PECOS,1,35.574,-105.676,84,16,0,1,1
840,60,11,WAGON MOUND,0,35.783,-104.567,87,18,0,1,1
840,60,12,TUCUMCARI,0,35.172,-103.704,55,18,0,1,1
840,60,13,FENCE LAKE,1,34.638,-108.450,87,16,0,1,1
840,60,14,CORREO,0,34.856,-107.387,87,16,0,1,1
840,60,15,VALENCIA,0,34.796,-106.675,87,16,0,1,1
840,60,16,CLAUNCH,0,34.056,-105.858,84,16,0,1,1
840,60,17,COOLEY LAKE,1,34.110,-104.230,55,18,0,1,1
840,60,18,FLOYD,1,34.020,-103.737,55,18,0,1,1
840,60,19,HORSE SPGS,1,33.926,-108.188,87,16,0,1,1
840,60,20,HORSE MTN,1,33.749,-107.322,84,16,0,1,1
840,60,21,SAN ANTONIO,0,33.823,-106.654,56,35,0,1,1
840,60,22,CARRIZOZO,1,33.689,-105.849,84,35,0,1,1
840,60,23,ROSWELL,1,33.090,-104.827,56,35,0,1,1
840,60,24,CAPROCK,1,33.315,-103.628,55,18,0,1,1
840,60,25,GAGE,1,32.325,-108.107,56,35,0,1,1
840,60,26,DEMING,0,32.333,-107.833,56,35,0,1,1
840,60,27,JORNADA,1,32.380,-106.729,56,35,0,1,1
840,60,28,CLOUDCROFT,1,32.958,-105.746,84,35,0,1,1
840,60,29,LAKEWOOD,1,32.656,-104.396,56,35,0,1,1
840,60,30,MALJAMAR,0,32.899,-103.663,55,18,0,1,1
840,60,31,RODEO,1,31.928,-108.994,56,35,0,1,1
840,60,51,SHIPROCK,1,36.607,-108.921,87,16,0,1,1
840,60,52,COUNSELOR,1,36.433,-107.479,87,16,0,1,1
840,60,53,STINKING LK.,0,36.617,-106.901,84,16,0,1,1
840,60,54,ANGEL FIRE,0,36.430,-105.299,62,16,0,1,1
840,60,55,RATON,0,36.320,-104.421,87,18,0,1,1
840,60,56,SEDAN,1,35.979,-103.686,55,18,0,1,1
840,60,57,MCGAFFEY,1,35.292,-108.911,87,16,0,1,1
840,60,58,MT. TAYLOR,0,35.446,-107.443,84,16,0,1,1
840,60,59,VALLECITOS,1,35.747,-106.779,84,16,0,1,1
840,60,60,GALLINAS,1,35.661,-105.336,84,16,0,1,1
840,60,61,VARIADERO,1,35.388,-104.461,87,18,0,1,1
840,60,62,ROSEBUD,1,35.840,-103.679,55,18,0,1,1
840,60,63,QUEMADO,0,34.463,-108.773,87,16,0,1,1
840,60,64,DATIL,0,34.038,-107.769,87,16,0,1,1
840,60,65,MOUNTAINAIR,1,34.507,-106.191,87,16,0,1,1
840,60,66,CORONA EAST,0,34.020,-105.150,87,16,0,1,1
840,60,67,PASTURA,1,34.780,-104.943,87,16,0,1,1
840,60,68,CLOVIS,1,34.464,-103.478,55,18,0,1,1
840,60,69,RESERVE,1,33.644,-108.791,84,34,0,1,1
840,60,70,VICKS PEAK,1,33.510,-107.220,81,34,0,1,1
840,60,71,LABORCITA,1,33.715,-106.950,56,35,0,1,1
840,60,72,CAPITAN MTN.,1,33.681,-105.071,87,35,0,1,1
840,60,73,BITTER LAKE,1,33.504,-104.475,56,35,0,1,1
840,60,74,PEP,1,33.743,-103.648,55,18,0,1,1
840,60,75,RED ROCK,1,32.397,-108.727,56,35,0,1,1
840,60,76,EMORY PASS,1,32.920,-107.627,81,34,0,1,1
840,60,77,MESILLA,0,32.228,-106.798,56,35,0,1,1
840,60,78,PINON,1,32.569,-105.573,84,35,0,1,1
840,60,79,QUEEN,1,32.246,-104.697,81,35,0,1,1
840,60,80,HOBBS,1,32.842,-103.145,55,18,0,1,1
840,60,81,HATCHET PEAK,1,31.918,-108.319,56,35,0,1,1
840,60,82,COLUMBUS,1,31.836,-107.570,56,35,0,1,1
840,60,101,AZTEC,0,36.745,-108.147,84,16,0,1,1
840,60,107,BLUEWATER LAKE,1,35.267,-108.124,84,16,0,1,1
840,60,111,SABINOSO,1,35.655,-104.375,87,18,0,1,1
840,60,112,LOGAN,1,35.402,-103.509,55,18,0,1,1
840,60,114,CERRO VERDE,1,34.870,-107.247,87,16,0,1,1
840,60,115,ESCONDIDA,1,34.111,-106.872,87,35,0,1,1
840,60,116,CLAUNCH 2,1,34.050,-105.817,84,16,0,1,1
840,60,121,ENGLE,0,33.183,-106.986,56,35,0,1,1
840,60,126,LAKE VALLEY,1,32.534,-107.488,56,35,0,1,1
840,60,130,SAN SIMON,1,32.472,-103.296,56,18,0,1,1
840,60,153,DULCE,1,36.619,-106.900,84,16,0,1,1
840,60,154,Angel Fire 2,1,36.335,-105.292,62,16,0,1,1
840,60,155,MAXWELL,1,36.607,-104.726,87,18,0,1,1
840,60,158,MT. TAYLOR 2,1,35.446,-107.443,84,16,0,1,1
840,60,163,SALT LAKE,0,34.545,-108.790,87,16,0,1,1
840,60,164,MAGDALENA,1,34.173,-107.300,87,34,0,1,1
840,60,166,GALLO ARROYO,1,33.996,-105.111,87,16,0,1,1
840,60,201,LA PLATA,0,36.834,-108.010,84,16,0,1,1
840,60,221,SUNSHINE WLL,1,33.179,-107.030,56,35,0,1,1
840,60,263,SALT LAKE 2,1,34.341,-108.524,87,16,0,1,1
840,60,301,LA PLATA 2,1,36.834,-108.010,84,16,0,1,1
840,60,900,CAPULIN,0,36.783,-103.972,87,16,0,1,3
840,61,1,WESTHAMPTON,1,40.795,-72.645,9,30,0,1,1
840,61,2,MANORVILLE,1,40.864,-72.799,9,30,0,1,1
840,61,3,HUNTINGTON,1,40.900,-73.389,9,30,0,1,1
840,61,4,JONES BEACH,1,40.603,-73.508,9,30,0,1,1
840,61,5,HAUPPAUGE,1,40.799,-73.228,9,30,0,1,1
840,61,6,BEDFORD,1,41.221,-73.641,12,30,0,1,1
840,61,7,SOMERS,0,41.328,-73.685,12,28,0,1,1
840,61,8,RHINEBECK,1,41.971,-73.921,13,13,0,1,1
840,61,9,HIGHLAND,1,41.752,-73.990,13,13,0,1,1
840,61,10,WARWICK,0,41.274,-74.392,13,28,0,1,1
840,61,11,MIDDLETOWN,1,41.381,-74.414,13,28,0,1,1
840,61,12,RIFTON,0,41.802,-74.007,13,28,0,1,1
840,61,13,WESTBROOKVLE,1,41.533,-74.580,13,28,0,1,1
840,61,14,W SHOKAN,1,42.000,-74.347,13,13,0,1,1
840,61,15,MT HOPE,1,41.453,-74.505,13,28,0,1,1
840,61,16,AUSTERLITZ,1,42.350,-73.412,13,13,0,1,1
840,61,17,PETERSBURG,1,42.728,-73.304,27,14,0,1,1
840,61,18,CATSKILLS,1,42.352,-73.994,13,13,0,1,1
840,61,19,GHENT,1,42.320,-73.675,13,13,0,1,1
840,61,20,BALLSTON LK,0,42.928,-73.845,13,13,0,1,1
840,61,21,DURHAM,0,42.399,-74.178,24,28,0,1,1
840,61,22,MEDUSA,1,42.436,-74.152,24,28,0,1,1
840,61,23,COOPERSTOWN,0,42.661,-74.863,24,28,0,1,1
840,61,24,MERIDALE,1,42.397,-74.924,24,28,0,1,1
840,61,25,COBLESKILL,1,42.655,-74.402,24,28,0,1,1
840,61,26,DUANESBURG,1,42.732,-74.195,24,13,0,1,1
840,61,27,S BERNE,0,42.485,-74.400,24,28,0,1,1
840,61,28,PLATTE COVE,1,42.178,-74.121,24,28,0,1,1
840,61,29,LAURENS,1,42.569,-75.156,24,28,0,1,1
840,61,30,WHITNEY PT,1,42.347,-75.937,24,28,0,1,1
840,61,31,COVENTRYVILE,1,42.318,-75.557,24,28,0,1,1
840,61,32,MCDONOUGH,1,42.520,-75.731,24,28,0,1,1
840,61,33,CORBETTSVILE,1,42.012,-75.803,24,28,0,1,1
840,61,34,ONEONTA,1,42.438,-75.100,24,28,0,1,1
840,61,35,ORISKANY FLS,1,42.908,-75.467,24,13,0,1,1
840,61,36,OXFORD,0,42.402,-75.604,24,28,0,1,1
840,61,37,CAYUGA,1,42.953,-76.699,16,13,0,1,1
840,61,38,LISLE,1,42.359,-76.004,24,28,0,1,1
840,61,39,E NEWARK,1,42.207,-76.163,24,28,0,1,1
840,61,40,ROMULUS,1,42.741,-76.822,16,13,0,1,1
840,61,41,DRYDEN,1,42.520,-76.260,24,28,0,1,1
840,61,42,MACDOUGALL,1,42.801,-76.933,16,13,0,1,1
840,61,43,TRUMANSBURG,1,42.552,-76.633,24,13,0,1,1
840,61,44,VESTAL CTR,1,42.042,-76.036,24,28,0,1,1
840,61,45,PHILLIPS CR,1,42.278,-77.944,24,28,0,1,1
840,61,46,SWAIN,0,42.503,-77.841,24,28,0,1,1
840,61,47,ORLEANS,1,42.900,-77.119,16,13,0,1,1
840,61,48,RUSHVILLE,1,42.779,-77.258,16,13,0,1,1
840,61,49,BRANCHPORT,1,42.669,-77.225,24,13,0,1,1
840,61,50,CANADICE L,1,42.707,-77.593,24,13,0,1,1
840,61,51,MENDON,1,42.971,-77.557,16,13,0,1,1
840,61,52,MT MORRIS,1,42.694,-77.956,24,13,0,1,1
840,61,53,HAMBURG,1,42.681,-78.822,16,13,0,1,1
840,61,54,WEST SENECA,0,42.956,-78.697,16,13,0,1,1
840,61,55,GAINESVILLE,1,42.618,-78.178,16,28,0,1,1
840,61,56,CATTARAUGUS,1,42.277,-78.899,24,28,0,1,1
840,61,57,EAST JAVA,1,42.596,-78.361,24,28,0,1,1
840,61,58,CASTILE,1,42.621,-78.104,16,13,0,1,1
840,61,59,RANDOLPH,1,42.055,-78.941,24,13,0,1,1
840,61,60,CENTERVILLE,1,42.485,-78.239,24,28,0,1,1
840,61,61,SHERIDAN,1,42.500,-79.261,24,13,0,1,1
840,61,62,CHERRY HILL,1,41.999,-79.412,24,13,0,1,1
840,61,63,NASHVILLE,1,42.501,-79.038,24,13,0,1,1
840,61,64,ST JOHNSBURG,1,43.070,-78.851,16,13,0,1,1
840,61,65,E YOUNGSTOWN,1,43.257,-79.002,16,13,0,1,1
840,61,66,BYRON,1,43.150,-78.115,16,13,0,1,1
840,61,67,CHURCHVILLE,1,43.176,-77.962,16,13,0,1,1
840,61,68,PENFIELD,1,43.182,-77.484,16,13,0,1,1
840,61,69,N VICTORY 2,1,43.263,-76.688,16,13,0,1,1
840,61,70,CICERO CTR,1,43.169,-76.026,16,13,0,1,1
840,61,71,WATERTOWN,1,44.000,-76.045,18,13,0,1,1
840,61,72,PULASKI,1,43.652,-76.097,18,13,0,1,1
840,61,73,MCKEEVER,1,43.696,-75.013,26,14,0,1,1
840,61,74,ALDER CREEK,1,43.392,-75.297,24,13,0,1,1
840,61,75,KASOAG,1,43.456,-75.902,24,14,0,1,1
840,61,76,HIGHMARKET,1,43.629,-75.557,26,14,0,1,1
840,61,77,NUMBER FOUR,1,43.726,-75.169,26,14,0,1,1
840,61,78,N WILMURT,1,43.474,-75.023,26,13,0,1,1
840,61,79,ONEIDA,1,43.119,-75.669,24,13,0,1,1
840,61,80,CLINTON,1,43.024,-75.433,16,13,0,1,1
840,61,81,BLUE RIDGE N,1,43.632,-74.394,26,14,0,1,1
840,61,82,OLD FORGE,0,43.663,-74.949,26,14,0,1,1
840,61,83,BLUE RIDGE S,1,43.731,-74.473,26,14,0,1,1
840,61,84,NEWCOMB,1,43.970,-74.243,26,14,0,1,1
840,61,85,SPECULATOR,1,43.565,-74.398,26,14,0,1,1
840,61,86,HOPE FALLS,1,43.373,-74.203,26,14,0,1,1
840,61,87,INLET,1,43.722,-74.792,26,14,0,1,1
840,61,88,NORTH RIVER,1,43.688,-74.062,26,14,0,1,1
840,61,89,SALEM,1,43.210,-73.308,13,13,0,1,1
840,61,90,ARGYLE,1,43.211,-73.414,13,13,0,1,1
840,61,91,NORTH EASTON,1,43.033,-73.511,13,13,0,1,1
840,61,92,S HORICON,1,43.610,-73.737,26,14,0,1,1
840,61,93,WARRENSBURG,1,43.533,-73.795,26,14,0,1,1
840,61,94,FOWLER,0,44.316,-75.428,24,13,0,1,1
840,61,95,WADDINGTON,1,44.857,-75.134,18,13,0,1,1
840,61,96,OGDENSBURG,1,44.698,-75.465,18,13,0,1,1
840,61,97,DEGRASSE,1,44.435,-75.056,26,14,0,1,1
840,61,98,WANAKENA,1,44.132,-74.923,26,14,0,1,1
840,61,99,DEXTER LAKE,0,44.600,-74.500,26,14,0,1,1
840,61,100,GABRIELS,1,44.432,-74.181,26,14,0,1,1
840,61,101,SABATTIS,0,44.089,-74.797,26,14,0,1,1
840,61,102,PARISHVILLE,1,44.538,-74.721,18,13,0,1,1
840,61,103,HOPKINTON,1,44.646,-74.712,18,13,0,1,1
840,61,104,TUPPER LAKE,0,44.155,-74.445,26,14,0,1,1
840,61,105,WEST BANGOR,1,44.803,-74.442,18,13,0,1,1
840,61,106,UNDERWOOD,0,44.150,-73.767,26,14,0,1,1
840,61,107,DANNEMORA,1,44.701,-73.751,26,14,0,1,1
840,61,108,ELLENBURG,1,44.898,-73.878,18,13,0,1,1
840,61,109,WILLSBORO,1,44.443,-73.489,18,13,0,1,1
840,61,110,NAPLES,1,42.607,-77.409,24,13,0,1,1
840,61,111,S VANDALIA,1,42.084,-78.590,24,28,0,1,1
840,61,112,SCIOTA,1,44.870,-73.555,26,14,0,1,1
840,61,113,PHILADELPHIA,1,44.149,-75.701,18,13,0,1,1
840,61,114,BALMAT,1,44.248,-75.394,24,13,0,1,1
840,61,120,CRESCENT,1,42.824,-73.733,13,13,0,1,1
840,61,121,DOWNSVILLE,1,42.078,-74.985,24,28,0,1,1
840,61,123,MILFORD,1,42.591,-74.925,24,28,0,1,1
840,61,127,S BERNE 2,1,42.485,-74.400,24,28,0,1,1
840,61,136,OXFORD 2,1,42.402,-75.604,24,28,0,1,1
840,61,146,Swain 2,1,42.503,-77.841,24,28,0,1,1
840,61,154,HARRIS HILL,1,42.956,-78.697,16,13,0,1,1
840,61,169,N Victory,0,43.265,-76.680,16,13,0,1,1
840,61,182,OLD FORGE 2,1,43.583,-74.850,26,14,0,1,1
840,61,199,ST REGIS FLS,1,44.525,-74.493,26,14,0,1,1
840,61,206,UNDERWOOD 2,1,44.133,-73.767,26,14,0,1,1
840,61,207,PURDY,1,41.331,-73.681,12,30,0,1,1
840,61,210,Warwick 2,1,41.274,-74.392,13,28,0,1,1
840,61,212,ORANGE LAKE,1,41.821,-74.001,13,28,0,1,1
840,61,301,HORSESHOE L.,1,44.129,-74.631,26,14,0,1,1
124,62,16,MAGUSE,1,61.096,-93.984,99,3,0,1,1
124,62,901,HAZEN LAKE W,1,81.826,-71.355,99,3,0,1,3
124,62,902,HAZEN LAKE E,1,81.826,-71.355,99,3,0,1,3
124,62,903,MACDONALD RIVER,1,81.418,-76.895,99,3,0,1,3
124,62,904,ROLLROCK DELTA,1,81.425,-76.783,99,3,0,1,3
840,63,1,SHALLOTTE,0,33.981,-78.380,3,27,0,1,1
840,63,2,MERRIMON,1,34.957,-76.655,3,27,0,1,1
840,63,3,MYRTLE GROVE,1,34.133,-77.878,3,27,0,1,1
840,63,4,WARDS CORNER,1,34.534,-78.072,3,27,0,1,1
840,63,5,HALLSBORO,1,34.321,-78.599,3,27,0,1,1
840,63,6,FAIRMONT,0,34.463,-79.197,4,27,0,1,1
840,63,7,MASHOES,0,35.907,-75.775,3,27,0,1,1
840,63,8,ARAPAHOE,0,35.048,-76.903,3,27,0,1,1
840,63,9,BEARGRASS,0,35.737,-76.980,3,27,0,1,1
840,63,10,SPEED,1,35.969,-77.443,3,27,0,1,1
840,63,11,KINSTON,1,35.282,-77.711,4,27,0,1,1
840,63,12,JORDAN,1,35.676,-78.322,4,29,0,1,1
840,63,13,ROSE,1,35.416,-78.070,4,27,0,1,1
840,63,14,SAXAPAHAW,1,35.990,-79.469,11,29,0,1,1
840,63,15,CLIMAX,1,35.918,-79.704,11,29,0,1,1
840,63,16,MOORESVILLE,0,35.694,-80.924,11,29,0,1,1
840,63,17,OAKBORO,1,35.219,-80.292,11,29,0,1,1
840,63,18,CHERRYVILLE,0,35.382,-81.381,11,29,0,1,1
840,63,19,JONAS RIDGE,0,35.959,-81.943,23,28,0,1,1
840,63,20,BREVARD,1,35.267,-82.680,23,28,0,1,1
840,63,21,CRAVEN GAP,0,35.648,-82.492,23,28,0,1,1
840,63,22,FONTANA,1,35.429,-83.832,23,28,0,1,1
840,63,23,CALIFORNIA,0,36.358,-76.979,3,27,0,1,1
840,63,24,ARCOLA,1,36.254,-77.980,11,29,0,1,1
840,63,25,YOUNGSVILLE,1,36.059,-78.486,11,29,0,1,1
840,63,26,MADISON,0,36.378,-79.855,11,29,0,1,1
840,63,27,COPELAND,1,36.290,-80.642,11,29,0,1,1
840,63,28,CALL,1,36.143,-81.103,11,29,0,1,1
840,63,29,GRANDY,0,36.255,-75.893,3,27,0,1,1
840,63,30,CULLOWHEE,1,35.316,-83.219,23,28,0,1,1
840,63,31,LINVILLE,1,36.017,-81.882,23,28,0,1,1
840,63,101,SUPPLY,1,33.923,-78.213,3,27,0,1,1
840,63,106,ROWLAND,1,34.472,-79.201,4,27,0,1,1
840,63,107,MILLTAIL CR,1,35.864,-75.861,3,27,0,1,1
840,63,108,REELSBORO,1,35.048,-76.904,3,27,0,1,1
840,63,109,JAMESVILLE,1,35.692,-76.990,3,27,0,1,1
840,63,116,MOORESVILLE 2,1,35.855,-81.066,11,29,0,1,1
840,63,118,WACO,1,35.374,-81.636,11,29,0,1,1
840,63,119,SAWMILL,1,35.828,-81.641,11,29,0,1,1
840,63,121,OTEEN,1,35.587,-82.480,23,28,0,1,1
840,63,123,CALIFORNIA 2,1,36.358,-76.979,3,27,0,1,1
840,63,126,EDEN,1,36.377,-79.850,11,29,0,1,1
840,63,129,AYDLETT,0,36.250,-75.900,3,27,0,1,1
840,63,202,NEWPORT,1,34.931,-76.841,3,27,0,1,1
840,63,203,CYPRESS CR,1,34.774,-77.630,3,27,0,1,1
840,63,204,MAPLE HILL,1,34.591,-77.793,3,27,0,1,1
840,63,205,MONTAGUE,1,34.401,-78.055,3,27,0,1,1
840,63,206,ROSEBORO,1,34.893,-78.581,4,27,0,1,1
840,63,207,HAMLET,1,34.848,-79.855,4,27,0,1,1
840,63,208,MATTAMUSKEET,1,35.490,-76.544,3,27,0,1,1
840,63,210,PINETOPS,1,35.865,-77.721,4,27,0,1,1
840,63,211,RHEMS,0,35.102,-77.196,3,27,0,1,1
840,63,212,COKESBURY,1,35.525,-78.909,4,27,0,1,1
840,63,213,GENOA,1,35.317,-78.017,4,27,0,1,1
840,63,214,SOUTH. PINES,0,35.175,-79.361,4,27,0,1,1
840,63,215,BISCOE,1,35.339,-79.802,11,29,0,1,1
840,63,216,WILGROVE,1,35.243,-80.663,11,29,0,1,1
840,63,217,SHEFFIELD,1,35.929,-80.721,11,29,0,1,1
840,63,218,HULLS XROADS,1,35.509,-81.456,11,29,0,1,1
840,63,219,FLAY,1,35.463,-81.455,11,29,0,1,1
840,63,220,MARSHALL,1,35.911,-82.649,23,28,0,1,1
840,63,221,HENDERSONVIL,1,35.297,-82.386,23,28,0,1,1
840,63,222,MURPHY,1,35.167,-84.045,23,28,0,1,1
840,63,223,LLOYD XROADS,1,36.287,-76.721,3,27,0,1,1
840,63,224,DORTCHES,1,35.999,-77.836,4,27,0,1,1
840,63,225,DURHAM,1,36.090,-78.952,11,29,0,1,1
840,63,226,MONTICELLO,1,36.259,-79.692,11,29,0,1,1
840,63,227,FAIRVIEW,1,36.338,-80.690,11,29,0,1,1
840,63,228,TODD,1,36.271,-81.591,23,28,0,1,1
840,63,229,JARVISBURG,0,36.321,-75.940,3,27,0,1,1
840,63,230,HERTFORD,1,36.144,-76.447,3,27,0,1,1
840,63,231,JACKSON,1,36.533,-77.377,4,27,0,1,1
840,63,232,BULLOCK,1,36.452,-78.439,11,29,0,1,1
840,63,233,ASHLAND,1,36.296,-79.496,11,29,0,1,1
840,63,234,MOUNT AIRY,1,36.496,-80.536,11,29,0,1,1
840,63,301,STURGILLS,1,36.557,-81.488,23,28,0,1,1
840,63,302,SILOAM,1,36.346,-80.605,11,29,0,1,1
840,63,303,OSMOND,1,36.475,-79.115,11,29,0,1,1
840,63,304,GUPTON,1,36.177,-78.211,11,29,0,1,1
840,63,305,RHEASVILLE,1,36.465,-77.694,4,27,0,1,1
840,63,306,OLD TRAP,1,36.186,-76.009,3,27,0,1,1
840,63,307,PINELOG,1,34.997,-83.965,23,28,0,1,1
840,63,308,FRENCH BROAD RIVER,1,35.144,-82.839,23,28,0,1,1
840,63,309,MCGINNIS CROSSROAD,1,35.213,-82.000,11,29,0,1,1
840,63,310,OSTWALT,1,35.683,-80.861,11,29,0,1,1
840,63,311,JONES CORNER,1,35.102,-77.196,3,27,0,1,1
840,63,312,DUDLEY,1,35.268,-78.053,4,27,0,1,1
840,63,313,CONGLETON,1,35.752,-77.231,3,27,0,1,1
840,63,314,LAKE SURF,1,35.175,-79.361,4,27,0,1,1
840,63,315,BETHEL,1,34.953,-79.281,4,27,0,1,1
840,63,316,CYPRESS LAKES,1,34.930,-78.854,4,27,0,1,1
840,63,317,BELGRADE,1,34.900,-77.361,3,27,0,1,1
840,63,318,GOLDSTON,1,35.591,-79.333,11,29,0,1,1
840,63,319,ERNUL,0,35.244,-77.060,3,27,0,1,1
840,63,329,JARVISBURG 2,1,36.420,-75.925,3,27,0,1,1
840,63,419,Cayton,1,35.267,-76.996,3,27,0,1,1
840,63,900,RAEFORD,1,35.009,-79.309,4,27,0,1,3
840,63,902,SHEEP RIDGE,1,35.046,-77.070,3,27,0,1,3
840,63,903,BROAD CREEK,1,34.730,-76.936,3,27,0,1,3
840,63,904,UWHARRIE NF,0,35.301,-79.893,11,29,0,1,3
840,63,905,DISMAL SWAMP,1,36.550,-76.550,3,27,0,1,3
840,63,906,WATERVILLE,1,35.772,-83.101,23,28,0,1,3
840,63,907,N. MILLS RIV,0,35.407,-82.643,23,28,0,1,3
840,63,908,BUSICK,0,35.770,-82.198,23,28,0,1,3
840,63,909,TABLE ROCK,1,35.857,-81.790,23,28,0,1,3
840,63,910,HIGHLANDS,1,35.040,-83.202,23,28,0,1,3
840,63,911,KYLE,1,35.223,-83.604,23,28,0,1,3
840,63,912,ANDREWS,0,35.235,-83.853,23,28,0,1,3
840,63,913,WASHINGTON,1,35.612,-77.014,3,27,0,1,3
840,63,914,GREEN SWAMP,0,34.125,-78.394,3,27,0,1,3
840,63,915,SPRING HOPE,1,35.235,-76.926,3,27,0,1,3
840,63,916,CHOWAN RIVER,0,36.450,-76.983,3,27,0,1,3
840,63,917,Cherokee,1,35.517,-83.295,23,28,0,1,3
840,64,1,FORMAN,1,46.153,-97.675,37,11,0,1,1
840,64,2,WALCOTT,1,46.485,-97.010,40,11,0,1,1
840,64,3,SYDNEY,0,46.748,-98.481,37,11,0,1,1
